frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
1,-0.884876,1.57525,1.51381,35.4363,179.627,357.62,-0.0187941,0.952375,-0.304332,-0.0032232,0.0052999,-0.579797,-0.814744,-0.03776,0.814058,-0.579555
2,-0.884924,1.57503,1.51378,35.4999,179.621,357.656,-0.018471,0.952212,-0.304862,-0.0030838,0.0053894,-0.580701,-0.814099,-0.0370569,0.813436,-0.580473
3,-0.884973,1.57509,1.51372,35.4847,179.66,357.687,-0.0183218,0.952257,-0.304731,-0.0033249,0.0048341,-0.580485,-0.814256,-0.0369205,0.813607,-0.580241
4,-0.884964,1.57526,1.5134,35.3757,179.623,357.717,-0.017984,0.952551,-0.303832,-0.0029204,0.0053646,-0.578936,-0.815355,-0.036036,0.814726,-0.578726
5,-0.884765,1.57535,1.51318,35.325,179.482,357.724,-0.0175572,0.95269,-0.303432,-0.0017213,0.0073751,-0.578214,-0.815852,-0.0344977,0.815241,-0.578093
6,-0.884303,1.57527,1.51316,35.3386,179.239,357.653,-0.0175001,0.952645,-0.303582,0.0001088,0.0108327,-0.578408,-0.815676,-0.0332767,0.815063,-0.578416
7,-0.883847,1.57522,1.51307,35.3471,178.97,357.599,-0.0172327,0.952611,-0.303694,0.0022032,0.0146646,-0.578529,-0.81553,-0.0314938,0.814946,-0.57868
8,-0.883912,1.57518,1.5131,35.3399,178.862,357.651,-0.0165117,0.952636,-0.303649,0.003241,0.0162026,-0.578426,-0.815574,-0.029491,0.81505,-0.57864
9,-0.883925,1.57524,1.51314,35.32,178.722,357.62,-0.016408,0.952679,-0.303504,0.0043261,0.0182025,-0.578143,-0.815733,-0.0286371,0.815232,-0.578427
10,-0.883749,1.57535,1.51318,35.2335,178.546,357.572,-0.0163501,0.952893,-0.302812,0.0056799,0.0207267,-0.576909,-0.816545,-0.0277199,0.816075,-0.577281
11,-0.883691,1.57548,1.51324,35.1445,178.376,357.524,-0.0163135,0.953111,-0.302099,0.0069899,0.023181,-0.57564,-0.817374,-0.0268738,0.81694,-0.576097
12,-0.883681,1.57559,1.51338,35.144,178.277,357.425,-0.0168788,0.953092,-0.302116,0.0075452,0.0245813,-0.575634,-0.817338,-0.027615,0.816882,-0.576143
13,-0.883511,1.57576,1.51359,35.0565,177.993,357.311,-0.017101,0.953284,-0.301438,0.0096285,0.0286671,-0.574383,-0.818084,-0.0267994,0.817685,-0.575042
14,-0.883184,1.57592,1.51392,35.0195,177.587,357.114,-0.017679,0.953312,-0.301212,0.0124956,0.0344747,-0.573855,-0.818231,-0.0261795,0.817918,-0.574739
15,-0.882592,1.57615,1.51414,34.9141,177.157,357.012,-0.0174261,0.953518,-0.300414,0.0158365,0.0406709,-0.572348,-0.819002,-0.0237173,0.818896,-0.573452
16,-0.881361,1.57677,1.5144,34.7154,176.485,356.918,-0.0165075,0.953913,-0.298876,0.0212419,0.0503932,-0.569501,-0.820445,-0.018796,0.820802,-0.570904
17,-0.880319,1.57717,1.51456,34.5444,175.892,356.824,-0.0158085,0.95422,-0.297555,0.0259869,0.0590022,-0.567045,-0.821571,-0.0147046,0.822422,-0.568688
18,-0.879042,1.57742,1.5147,34.3957,175.193,356.775,-0.0144637,0.95442,-0.296423,0.0317317,0.0691454,-0.564905,-0.822254,-0.0087968,0.823849,-0.566741
19,-0.87693,1.57767,1.51502,34.2263,174.113,356.736,-0.0120813,0.954508,-0.29515,0.0406875,0.0848048,-0.562462,-0.822462,0.0009544,0.825481,-0.564429
20,-0.875421,1.57784,1.51523,34.1932,173.329,356.639,-0.0108844,0.954283,-0.29499,0.0469772,0.0960807,-0.561986,-0.821548,0.006942,0.825724,-0.564031
21,-0.873182,1.57815,1.51546,34.0179,172.272,356.607,-0.0085408,0.954251,-0.293636,0.0557691,0.111451,-0.559452,-0.821336,0.0164515,0.82741,-0.561357
22,-0.871777,1.57839,1.51559,33.8175,171.626,356.589,-0.0071755,0.954425,-0.292023,0.0611934,0.121,-0.556549,-0.821956,0.0220427,0.829343,-0.558305
23,-0.870491,1.5789,1.51585,33.6107,171.06,356.573,-0.006013,0.954627,-0.290344,0.0659602,0.129426,-0.553548,-0.822699,0.026822,0.831328,-0.555134
24,-0.868707,1.58012,1.51633,33.1152,170.26,356.56,-0.0044798,0.955369,-0.286265,0.0728162,0.141697,-0.546324,-0.825501,0.0331296,0.836065,-0.547629
25,-0.867553,1.58178,1.51668,32.3815,169.768,356.456,-0.0047237,0.956824,-0.28024,0.077007,0.150012,-0.535554,-0.831071,0.0341214,0.842886,-0.537009
26,-0.865892,1.58449,1.51715,31.2771,169.02,356.346,-0.0047882,0.958899,-0.271132,0.0835246,0.16278,-0.519177,-0.839022,0.0361096,0.852929,-0.520777
27,-0.865363,1.58612,1.51723,30.2433,168.779,356.23,-0.0061093,0.961068,-0.262584,0.0857923,0.168113,-0.503673,-0.847379,0.0333125,0.862025,-0.50577
28,-0.863044,1.59117,1.51799,27.8729,167.772,355.996,-0.0080796,0.96535,-0.242941,0.0949407,0.187228,-0.467511,-0.863932,0.0305305,0.881829,-0.47058
29,-0.862381,1.59127,1.51849,27.7836,167.464,355.945,-0.0079421,0.965271,-0.242254,0.0974765,0.192031,-0.466133,-0.863623,0.0318956,0.8825,-0.46923
30,-0.860525,1.59177,1.51985,27.5766,166.646,355.933,-0.0065357,0.964972,-0.240577,0.104449,0.204726,-0.462934,-0.862427,0.0376424,0.88416,-0.465665
31,-0.858585,1.59063,1.52107,28.1592,165.889,355.935,-0.0042764,0.963068,-0.245501,0.110503,0.214944,-0.471922,-0.855037,0.0460203,0.879422,-0.473813
32,-0.857486,1.58874,1.52188,29.1047,165.483,356.042,-0.0014343,0.960686,-0.253326,0.11361,0.219013,-0.486408,-0.845837,0.0548048,0.871648,-0.487059
33,-0.856485,1.58654,1.52239,30.488,165.241,356.354,0.0033173,0.957414,-0.264562,0.115563,0.219527,-0.507357,-0.833304,0.0674991,0.859992,-0.505824
34,-0.854364,1.58069,1.52325,33.2308,165.019,357.258,0.0145315,0.950688,-0.286413,0.1181,0.216229,-0.548012,-0.808039,0.0952809,0.835512,-0.541148
35,-0.853283,1.5781,1.52326,34.4245,165.304,357.918,0.0206315,0.947902,-0.295653,0.116815,0.209259,-0.56532,-0.797887,0.108187,0.824327,-0.55568
36,-0.852461,1.57773,1.52305,34.6234,165.517,358.322,0.0236403,0.947533,-0.296926,0.116007,0.205803,-0.56818,-0.796754,0.113691,0.822552,-0.55721
37,-0.851193,1.57945,1.52243,33.555,165.552,358.401,0.0230457,0.950247,-0.288016,0.116392,0.207927,-0.552737,-0.806999,0.110844,0.833031,-0.542008
38,-0.849206,1.58407,1.52124,31.8557,165.489,358.424,0.0215365,0.954295,-0.273874,0.117688,0.212821,-0.527782,-0.822285,0.105567,0.849059,-0.517644
39,-0.848383,1.58699,1.5208,29.3041,165.179,358.045,0.0162516,0.959816,-0.252928,0.120484,0.223064,-0.489444,-0.843022,0.0921445,0.871527,-0.481612
40,-0.846131,1.59263,1.52096,26.3534,164.735,357.817,0.0118848,0.965447,-0.228358,0.124994,0.235923,-0.443906,-0.864458,0.0800352,0.895423,-0.437964
41,-0.843789,1.59633,1.52228,24.1958,164.237,357.586,0.0083283,0.968945,-0.210382,0.129678,0.247798,-0.409856,-0.877846,0.0707031,0.91134,-0.405536
42,-0.842997,1.59448,1.5234,25.9797,163.936,357.445,0.009885,0.965312,-0.225554,0.13115,0.248743,-0.438052,-0.86385,0.0782471,0.898056,-0.432867
43,-0.839651,1.59049,1.52642,28.006,163.146,357.073,0.0109395,0.9604,-0.242913,0.136035,0.255981,-0.469564,-0.844975,0.0871021,0.881747,-0.463612
44,-0.837884,1.58762,1.52718,29.7883,162.891,356.96,0.0128735,0.956329,-0.257898,0.136959,0.255316,-0.496797,-0.829462,0.0952656,0.866646,-0.489745
45,-0.835976,1.58512,1.52693,31.0324,162.949,357.147,0.0159257,0.953599,-0.268029,0.136218,0.251257,-0.515523,-0.819211,0.103394,0.855814,-0.506845
46,-0.833835,1.5856,1.52609,30.4097,163.435,357.489,0.0168482,0.955528,-0.262519,0.133291,0.24588,-0.50618,-0.826635,0.102181,0.8616,-0.497198
47,-0.830636,1.588,1.52465,29.0085,163.783,357.638,0.0155614,0.958975,-0.25071,0.131414,0.244243,-0.484939,-0.83975,0.0957397,0.873805,-0.476759
