frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
1,0.345428,1.54361,-0.937126,28.3506,65.3,347.082,0.146042,0.542953,-0.223111,0.796301,0.79954,-0.474865,0.367748,0.513915,0.857786,-0.0096902
2,0.3451,1.54307,-0.934655,28.6782,63.6927,346.849,0.150454,0.531934,-0.224064,0.802624,0.786464,-0.47989,0.388819,0.519741,0.854318,0.0031418
3,0.344126,1.54234,-0.930595,28.936,61.249,346.576,0.155869,0.515002,-0.223785,0.812649,0.76727,-0.483833,0.420955,0.524263,0.85125,0.0228331
4,0.341802,1.54179,-0.926171,28.9177,58.7889,346.289,0.159256,0.497842,-0.222375,0.823007,0.748625,-0.483553,0.453582,0.524601,0.850374,0.0407221
5,0.337903,1.54132,-0.92166,29.094,56.3364,345.931,0.163804,0.480605,-0.222175,0.832361,0.727288,-0.486245,0.484374,0.52731,0.847613,0.0591305
6,0.33582,1.54133,-0.920045,29.1984,55.6627,345.898,0.165752,0.475742,-0.221839,0.834855,0.72081,-0.487835,0.492392,0.528118,0.846627,0.0656822
7,0.330098,1.54145,-0.914972,28.9549,53.7017,345.922,0.16777,0.461365,-0.21793,0.843506,0.705203,-0.484121,0.517991,0.522457,0.848719,0.0819391
8,0.323474,1.54225,-0.909592,28.6597,51.9121,345.922,0.168892,0.44814,-0.214271,0.851313,0.690638,-0.479606,0.541293,0.516197,0.851127,0.095513
9,0.320759,1.54283,-0.907483,28.3892,51.4563,346.23,0.168862,0.444295,-0.210379,0.8543,0.688072,-0.475459,0.548174,0.509503,0.854452,0.101577
10,0.312515,1.54442,-0.901035,27.6715,49.4462,346.75,0.168918,0.428448,-0.201103,0.864556,0.672894,-0.464402,0.575799,0.492475,0.862049,0.119753
11,0.302973,1.54584,-0.894593,26.9922,47.2752,347.165,0.168881,0.411333,-0.192555,0.874761,0.654598,-0.453869,0.604569,0.475811,0.868804,0.137053
12,0.292213,1.54706,-0.888099,26.5164,45.0624,347.57,0.170212,0.393714,-0.184692,0.884255,0.633412,-0.446454,0.632035,0.46066,0.873833,0.155591
13,0.288607,1.54758,-0.88615,26.5727,44.4137,347.656,0.171991,0.388579,-0.18323,0.886483,0.625909,-0.447333,0.638851,0.458526,0.873691,0.162536
14,0.277508,1.54893,-0.879791,26.2538,42.6441,348.22,0.174107,0.37395,-0.175242,0.893945,0.60756,-0.442348,0.659697,0.443529,0.877954,0.18022
