1712070610, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
108, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 1.0000000, 0.0000000
120, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 1.0000000, 0.0000000
2434, -0.2330322, 1.7469230, 1.8901400, 327.3408000, 154.7056000, 3.5955510, 0.0321536, -0.9378460, -0.2807970, -0.2014053, 0.3597171, 0.5396405, -0.7611779, -0.1734182, 0.8402384, 0.5137369
2485, -0.2399609, 1.7377850, 1.8741110, 335.9135000, 160.8294000, 358.8612000, 0.0443250, -0.9639438, -0.2041082, -0.1648870, 0.2997895, 0.4081149, -0.8623046, -0.1527632, 0.9127503, 0.3788804
2515, -0.2440795, 1.7303100, 1.8647920, 341.8888000, 164.3033000, 356.5236000, 0.0511562, -0.9771838, -0.1517564, -0.1395171, 0.2571411, 0.3108621, -0.9150103, -0.1423232, 0.9487061, 0.2823134
2534, -0.2459179, 1.7264400, 1.8609910, 344.7023000, 165.8347000, 355.6967000, 0.0533264, -0.9822301, -0.1274043, -0.1270767, 0.2360490, 0.2638338, -0.9352395, -0.1371379, 0.9618489, 0.2367276
2564, -0.2474874, 1.7225970, 1.8573510, 347.6785000, 167.5546000, 355.2061000, 0.0529583, -0.9870155, -0.1020855, -0.1121349, 0.2105452, 0.2133969, -0.9540086, -0.1274360, 0.9735479, 0.1896430
2616, -0.2487807, 1.7188780, 1.8543110, 350.3645000, 169.1233000, 355.0101000, 0.0511346, -0.9906947, -0.0794179, -0.0979898, 0.1860339, 0.1673792, -0.9681815, -0.1168818, 0.9821561, 0.1473365
2645, -0.2511489, 1.7117920, 1.8487080, 355.7600000, 171.9457000, 354.8577000, 0.0473142, -0.9957281, -0.0337160, -0.0717655, 0.1397273, 0.0739349, -0.9874260, -0.0990634, 0.9932492, 0.0603529
2676, -0.2517921, 1.7097070, 1.8462350, 357.1875000, 172.7529000, 354.8798000, 0.0461141, -0.9966352, -0.0216454, -0.0642126, 0.1259967, 0.0490673, -0.9908165, -0.0946977, 0.9948099, 0.0372229
2717, -0.2522202, 1.7076440, 1.8440760, 358.5164000, 173.4733000, 354.8004000, 0.0460188, -0.9972339, -0.0103304, -0.0574488, 0.1136289, 0.0258911, -0.9931862, -0.0929700, 0.9955511, 0.0153162
2732, -0.2526890, 1.7057490, 1.8409450, 0.1266143, 174.3761000, 354.8145000, 0.0451278, -0.9977754, 0.0033217, -0.0489576, 0.0979972, -0.0022098, -0.9951844, -0.0897296, 0.9959049, -0.0110472
2786, -0.2528513, 1.7054740, 1.8402800, 359.7637000, 174.2553000, 354.4255000, 0.0486693, -0.9975550, 0.0003796, -0.0501516, 0.1000949, 0.0041244, -0.9949694, -0.0970625, 0.9952623, -0.0056390
2801, -0.2551354, 1.7052360, 1.8378480, 0.9752957, 175.5475000, 353.1635000, 0.0592475, -0.9974510, 0.0108055, -0.0382677, 0.0776208, -0.0170213, -0.9968376, -0.1173659, 0.9927459, -0.0260904
2844, -0.2580503, 1.7056150, 1.8367410, 0.0291323, 177.3663000, 352.3522000, 0.0666669, -0.9975106, 0.0017862, -0.0229132, 0.0459504, -0.0005085, -0.9989436, -0.1329200, 0.9911047, -0.0066186
2872, -0.2651879, 1.7053840, 1.8353380, 359.9403000, 181.1393000, 351.1349000, 0.0772769, -0.9969600, -0.0012881, 0.0098726, -0.0198842, 0.0010425, -0.9998019, -0.1540585, 0.9880533, 0.0040942
2912, -0.2695778, 1.7044260, 1.8354070, 0.4963114, 183.7447000, 350.7773000, 0.0804943, -0.9962100, 0.0016880, 0.0329149, -0.0653085, -0.0086622, -0.9978275, -0.1604895, 0.9870356, 0.0019357
2941, -0.2755919, 1.7028130, 1.8359370, 1.4472420, 187.0086000, 350.2560000, 0.0855338, -0.9943790, 0.0073693, 0.0619684, -0.1219796, -0.0252565, -0.9922112, -0.1710194, 0.9852593, -0.0040549
2970, -0.2788795, 1.7019510, 1.8362990, 1.9451780, 188.7677000, 350.1994000, 0.0864527, -0.9931760, 0.0103340, 0.0775929, -0.1523400, -0.0339432, -0.9877452, -0.1733291, 0.9848383, -0.0071108
3010, -0.2816981, 1.7010590, 1.8366690, 2.4173350, 190.1827000, 350.2704000, 0.0863164, -0.9920867, 0.0134105, 0.0901866, -0.1766308, -0.0421779, -0.9833732, -0.1736855, 0.9847393, -0.0110396
3050, -0.2853001, 1.6996430, 1.8370230, 3.2386400, 191.9594000, 350.5200000, 0.0850855, -0.9905183, 0.0194037, 0.1061010, -0.2068880, -0.0564948, -0.9767322, -0.1726750, 0.9847679, -0.0203842
3080, -0.2883095, 1.6981120, 1.8376760, 4.1680600, 193.3570000, 350.7551000, 0.0842055, -0.9889882, 0.0266347, 0.1187538, -0.2304066, -0.0726822, -0.9703763, -0.1728825, 0.9844000, -0.0326833
3106, -0.2899960, 1.6974630, 1.8378840, 4.6827510, 194.0402000, 350.9210000, 0.0834648, -0.9881687, 0.0307549, 0.1249417, -0.2417931, -0.0816385, -0.9668873, -0.1726398, 0.9841755, -0.0399255
3147, -0.2909811, 1.6972730, 1.8379780, 4.6623860, 194.1792000, 351.0214000, 0.0826152, -0.9880980, 0.0305883, 0.1261006, -0.2441453, -0.0812842, -0.9663260, -0.1709783, 0.9844782, -0.0396129
3176, -0.2919426, 1.6968960, 1.8382420, 4.9401900, 194.3690000, 351.0594000, 0.0826322, -0.9877911, 0.0328907, 0.1279014, -0.2472442, -0.0861158, -0.9651188, -0.1716603, 0.9841802, -0.0438407
3218, -0.2922633, 1.6968800, 1.8383360, 4.9145440, 194.1831000, 350.9597000, 0.0834111, -0.9879369, 0.0326936, 0.1263108, -0.2441201, -0.0856698, -0.9659535, -0.1730688, 0.9839475, -0.0435270
3233, -0.2926881, 1.6968860, 1.8385940, 4.9219460, 193.9958000, 350.9254000, 0.0836614, -0.9881136, 0.0328563, 0.1247110, -0.2409597, -0.0857985, -0.9667353, -0.1735291, 0.9838424, -0.0440645
3274, -0.2924465, 1.6969620, 1.8387480, 4.9442050, 193.8539000, 350.8538000, 0.0842605, -0.9882048, 0.0330749, 0.1235219, -0.2385560, -0.0861856, -0.9672970, -0.1747041, 0.9836125, -0.0445536
3315, -0.2925722, 1.6972210, 1.8390530, 4.6883020, 193.8378000, 350.4823000, 0.0871991, -0.9880589, 0.0304783, 0.1233173, -0.2383741, -0.0817350, -0.9677280, -0.1798326, 0.9829348, -0.0387224
3345, -0.2928392, 1.6977580, 1.8395750, 4.4379310, 193.9394000, 350.5667000, 0.0862414, -0.9881210, 0.0283319, 0.1240029, -0.2401730, -0.0773791, -0.9676412, -0.1774603, 0.9835194, -0.0346023
3384, -0.2918933, 1.6981600, 1.8399810, 4.3147090, 193.5515000, 350.1976000, 0.0892057, -0.9883039, 0.0271714, 0.1206627, -0.2336551, -0.0752347, -0.9694045, -0.1828818, 0.9826081, -0.0321795
3425, -0.2910678, 1.6994100, 1.8401590, 3.6893670, 193.2421000, 350.0229000, 0.0900289, -0.9887323, 0.0218334, 0.1175859, -0.2285908, -0.0643471, -0.9713937, -0.1831637, 0.9828362, -0.0220026
3452, -0.2878158, 1.7008630, 1.8403280, 2.4116070, 192.5332000, 349.1213000, 0.0964918, -0.9891118, 0.0104789, 0.1106227, -0.2168142, -0.0420781, -0.9753058, -0.1932007, 0.9811591, 0.0006187
3481, -0.2866000, 1.7007940, 1.8408810, 2.7658430, 191.7388000, 348.9544000, 0.0981657, -0.9896140, 0.0140573, 0.1040674, -0.2032133, -0.0482543, -0.9779449, -0.1972182, 0.9803318, -0.0073909
3521, -0.2850945, 1.7022140, 1.8409800, 2.2791450, 191.3543000, 349.3977000, 0.0938782, -0.9904612, 0.0105680, 0.1003090, -0.1967202, -0.0397681, -0.9796529, -0.1880856, 0.9821504, -0.0021008
