1712155552, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
79, -0.2444921, -0.1732051, 0.3000000, -0.2444921, 0.1732051, 0.3000000, 0.2444921, 0.1732051, 0.3000000, 0.2444921, -0.1732051, 0.3000000, -814.9734000, -577.3502000, 999.9999000, -814.9734000, 577.3502000, 999.9999000, 814.9734000, 577.3502000, 999.9999000, 814.9734000, -577.3502000, 999.9999000
90, -0.2444921, -0.1732051, 0.3000000, -0.2444921, 0.1732051, 0.3000000, 0.2444921, 0.1732051, 0.3000000, 0.2444921, -0.1732051, 0.3000000, -814.9734000, -577.3502000, 999.9999000, -814.9734000, 577.3502000, 999.9999000, 814.9734000, 577.3502000, 999.9999000, 814.9734000, -577.3502000, 999.9999000
1502, 0.0284169, -0.2113486, 0.3664705, 0.0538343, 0.1325811, 0.3991246, 0.3968819, 0.1403050, 0.0507511, 0.3714644, -0.2036248, 0.0180969, 94.7229600, -704.4952000, 1221.5680000, 179.4477000, 441.9371000, 1330.4150000, 1322.9390000, 467.6832000, 169.1702000, 1238.2150000, -678.7491000, 60.3230000
1536, 0.0338978, -0.2102109, 0.3666588, 0.0591556, 0.1338579, 0.3979436, 0.3973003, 0.1411449, 0.0447998, 0.3720425, -0.2029239, 0.0135150, 112.9927000, -700.7029000, 1222.1960000, 197.1852000, 446.1928000, 1326.4780000, 1324.3340000, 470.4828000, 149.3326000, 1240.1410000, -676.4129000, 45.0502000
1577, 0.0392627, -0.2099699, 0.3662615, 0.0645245, 0.1341468, 0.3970108, 0.3977092, 0.1416617, 0.0391884, 0.3724475, -0.2024551, 0.0084390, 130.8758000, -699.8997000, 1220.8710000, 215.0816000, 447.1560000, 1323.3690000, 1325.6970000, 472.2056000, 130.6278000, 1241.4910000, -674.8501000, 28.1299100
1604, 0.0425642, -0.2103911, 0.3656504, 0.0676602, 0.1337168, 0.3966337, 0.3978480, 0.1421016, 0.0360631, 0.3727520, -0.2020063, 0.0050798, 141.8807000, -701.3036000, 1218.8350000, 225.5341000, 445.7225000, 1322.1120000, 1326.1600000, 473.6717000, 120.2101000, 1242.5060000, -673.3544000, 16.9325600
1633, 0.0448143, -0.2105091, 0.3653135, 0.0695794, 0.1336193, 0.3963344, 0.3978293, 0.1426577, 0.0340144, 0.3730643, -0.2014707, 0.0029935, 149.3811000, -701.6970000, 1217.7120000, 231.9313000, 445.3978000, 1321.1150000, 1326.0980000, 475.5257000, 113.3815000, 1243.5470000, -671.5691000, 9.9785160
1662, 0.0469428, -0.2104692, 0.3650692, 0.0711601, 0.1337042, 0.3960250, 0.3976960, 0.1434533, 0.0321779, 0.3734787, -0.2007200, 0.0012220, 156.4761000, -701.5637000, 1216.8970000, 237.2003000, 445.6805000, 1320.0830000, 1325.6530000, 478.1777000, 107.2597000, 1244.9290000, -669.0665000, 4.0734860
1703, 0.0486082, -0.2106982, 0.3647189, 0.0725498, 0.1334787, 0.3958489, 0.3976530, 0.1438872, 0.0307393, 0.3737115, -0.2002897, -0.0003907, 162.0274000, -702.3274000, 1215.7290000, 241.8326000, 444.9288000, 1319.4960000, 1325.5100000, 479.6240000, 102.4645000, 1245.7050000, -667.6322000, -1.3022460
