1712760942, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
66, 0.7751747, 0.0000000, 0.6317468, 0.0000000, -0.7751747, 0.0000000, 0.6317468, 0.0000000, 0.0000000, 0.8660254, 0.5000000, 0.0000000, 0.0000000, -0.8660254, 0.5000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.3000000, 0.0000000, 0.0000000, -1.0000000, -1000.1340000
74, 0.7751747, 0.0000000, 0.6317468, 0.0000000, -0.7751747, 0.0000000, 0.6317468, 0.0000000, 0.0000000, 0.8660254, 0.5000000, 0.0000000, 0.0000000, -0.8660254, 0.5000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.3000000, 0.0000000, 0.0000000, -1.0000000, -1000.1340000
1166, -0.5537819, -0.0224756, 0.8323584, 0.3961816, -0.8743201, -0.1543590, -0.4601496, -0.0985026, -0.8143352, 0.5620937, 0.1445985, 1.1835650, -0.6302301, -0.7409668, 0.2319011, -0.8824548, -0.9608008, -0.1189710, 0.2504152, 0.5002729, 0.9608030, 0.1189705, -0.2504067, -1000.3720000
1199, -0.6044409, -0.0126619, 0.7965494, 0.4090303, -0.8448922, -0.1542759, -0.5122071, -0.1196011, -0.8188068, 0.5671171, 0.0890704, 1.1751270, -0.6472344, -0.7359794, 0.1985498, -0.8823617, -0.9750847, -0.1123126, 0.1913003, 0.4947226, 0.9750843, 0.1123130, -0.1913021, -1000.3440000
1212, -0.6252915, -0.0081426, 0.7803487, 0.4139012, -0.8315358, -0.1535964, -0.5338131, -0.1281071, -0.8191700, 0.5697992, 0.0654939, 1.1713200, -0.6544518, -0.7334027, 0.1838838, -0.8822307, -0.9801267, -0.1088150, 0.1658646, 0.4922771, 0.9801263, 0.1088091, -0.1658706, -1000.3170000
1286, -0.6237212, -0.0099884, 0.7815830, 0.4097615, -0.8324503, -0.1535763, -0.5323916, -0.1272977, -0.8195975, 0.5688865, 0.0680291, 1.1700900, -0.6533610, -0.7343369, 0.1840350, -0.8843701, -0.9796854, -0.1100433, 0.1676514, 0.4900365, 0.9796825, 0.1100442, -0.1676674, -1000.3690000
1296, -0.6334094, -0.0126733, 0.7737131, 0.4022342, -0.8254177, -0.1543266, -0.5430184, -0.1341490, -0.8215612, 0.5670805, 0.0587954, 1.1624900, -0.6540833, -0.7360055, 0.1745587, -0.8913140, -0.9814720, -0.1123545, 0.1552071, 0.4803628, 0.9814692, 0.1123534, -0.1552263, -1000.3580000
1323, -0.6371189, -0.0168309, 0.7705819, 0.3933811, -0.8222123, -0.1558961, -0.5474152, -0.1397541, -0.8238438, 0.5640254, 0.0561851, 1.1554360, -0.6523107, -0.7387436, 0.1695542, -0.8988852, -0.9818112, -0.1162075, 0.1501424, 0.4706355, 0.9818096, 0.1162081, -0.1501518, -1000.2900000
1357, -0.6413274, -0.0233420, 0.7669122, 0.3808730, -0.8186528, -0.1553535, -0.5528769, -0.1425789, -0.8259647, 0.5610463, 0.0548572, 1.1488670, -0.6508462, -0.7418017, 0.1616455, -0.9078256, -0.9822478, -0.1202230, 0.1439990, 0.4603199, 0.9822477, 0.1202233, -0.1439998, -1000.3220000
