Time(ms),x,y,z,qx,qy,qz,qw
123067,1.7641760,-1.5923010,0.2173748,0.0766072,-0.8132161,0.1140334,0.5655150
123108,1.7629859,-1.5911890,0.2175638,0.0764326,-0.8105077,0.1152432,0.5691699
123136,1.7623010,-1.5912230,0.2177554,0.0748047,-0.8091292,0.1131913,0.5717533
123179,1.7621130,-1.5913050,0.2178848,0.0757257,-0.8085136,0.1125625,0.5726265
123206,1.7619370,-1.5917270,0.2180598,0.0755213,-0.8078166,0.1101876,0.5740973
123278,1.7621380,-1.5919729,0.2181464,0.0757554,-0.8075979,0.1088975,0.5746200
123318,1.7624720,-1.5926580,0.2184834,0.0751375,-0.8072150,0.1054178,0.5758867
123346,1.7629180,-1.5926970,0.2187627,0.0762327,-0.8070321,0.1062365,0.5758486
123387,1.7629840,-1.5924550,0.2189255,0.0763762,-0.8068616,0.1061479,0.5760847
123415,1.7635530,-1.5922790,0.2192307,0.0786744,-0.8066694,0.1070746,0.5758732
123455,1.7638620,-1.5925210,0.2191851,0.0782194,-0.8071751,0.1056205,0.5754949
123483,1.7643070,-1.5931441,0.2193055,0.0772129,-0.8079220,0.1024540,0.5751551
123513,1.7647980,-1.5935260,0.2194028,0.0774418,-0.8081308,0.1017733,0.5749518
123553,1.7653910,-1.5939970,0.2195453,0.0767335,-0.8083528,0.1004440,0.5749685
123581,1.7663420,-1.5951600,0.2196745,0.0756387,-0.8088082,0.0980743,0.5748822
123622,1.7666090,-1.5959440,0.2196170,0.0724179,-0.8098480,0.0935468,0.5745876
123650,1.7671601,-1.5970560,0.2195415,0.0696313,-0.8105778,0.0888816,0.5746436
123679,1.7680399,-1.5975620,0.2196875,0.0701258,-0.8106682,0.0879654,0.5745968
123721,1.7684220,-1.5984770,0.2196115,0.0686598,-0.8108239,0.0850416,0.5749943
123747,1.7689570,-1.6003810,0.2191927,0.0643818,-0.8122995,0.0771595,0.5745180
123789,1.7697140,-1.6014431,0.2189100,0.0615234,-0.8142332,0.0727821,0.5726622
123805,1.7709950,-1.6031480,0.2186135,0.0587503,-0.8163425,0.0679231,0.5705436
123845,1.7711390,-1.6035510,0.2182153,0.0584040,-0.8170668,0.0668201,0.5696716
123887,1.7721400,-1.6051270,0.2176168,0.0550996,-0.8196077,0.0618887,0.5669013
123916,1.7730711,-1.6067550,0.2169631,0.0515271,-0.8222721,0.0559871,0.5639849
123957,1.7737221,-1.6079600,0.2167524,0.0493424,-0.8234568,0.0523217,0.5628026
123971,1.7744540,-1.6099120,0.2164828,0.0450637,-0.8250422,0.0458072,0.5614056
124026,1.7747930,-1.6106640,0.2165664,0.0422290,-0.8247514,0.0427881,0.5622909
124040,1.7759420,-1.6132580,0.2165857,0.0348254,-0.8257248,0.0338119,0.5619810
124083,1.7763360,-1.6137490,0.2166470,0.0342557,-0.8258060,0.0332637,0.5619292
124111,1.7772980,-1.6156040,0.2166565,0.0296212,-0.8264513,0.0277594,0.5615427
124150,1.7779011,-1.6166691,0.2168108,0.0264066,-0.8268847,0.0240376,0.5612366
124181,1.7787740,-1.6180470,0.2170615,0.0225468,-0.8272687,0.0199425,0.5609995
124222,1.7792701,-1.6188670,0.2173224,0.0206330,-0.8272478,0.0177112,0.5611789
124236,1.7799330,-1.6199840,0.2178033,0.0174423,-0.8270834,0.0141666,0.5616300
124290,1.7801020,-1.6204261,0.2180210,0.0159237,-0.8264893,0.0131601,0.5625733
124305,1.7807570,-1.6220450,0.2188714,0.0110073,-0.8255402,0.0084384,0.5641729
124348,1.7809060,-1.6223900,0.2190627,0.0102032,-0.8250978,0.0073521,0.5648499
124389,1.7813410,-1.6233031,0.2197190,0.0071639,-0.8238152,0.0045824,0.5667946
124417,1.7818360,-1.6240060,0.2203930,0.0047022,-0.8226669,0.0026831,0.5684979
124447,1.7821730,-1.6243700,0.2207974,0.0035755,-0.8221856,0.0020216,0.5692047
124487,1.7825170,-1.6247660,0.2211891,0.0024632,-0.8218656,0.0011084,0.5696750
124514,1.7830080,-1.6253639,0.2216866,0.0002525,-0.8213658,-0.0002448,0.5704017
124555,1.7834430,-1.6257200,0.2220391,-0.0009371,-0.8211777,-0.0013129,0.5706702
124583,1.7841070,-1.6263100,0.2227077,-0.0027260,-0.8208119,-0.0033944,0.5711820
124613,1.7846010,-1.6267350,0.2231807,-0.0034494,-0.8203686,-0.0048041,0.5718045
124655,1.7851140,-1.6271060,0.2236723,-0.0043354,-0.8198476,-0.0059629,0.5725343
124696,1.7859720,-1.6276430,0.2244523,-0.0057150,-0.8191739,-0.0075721,0.5734669
124723,1.7862771,-1.6278501,0.2247187,-0.0062519,-0.8190047,-0.0080226,0.5736967
124765,1.7876910,-1.6288760,0.2259846,-0.0088691,-0.8180203,-0.0116800,0.5750024
124780,1.7882640,-1.6292990,0.2265148,-0.0096407,-0.8177423,-0.0132580,0.5753509
124833,1.7884700,-1.6294940,0.2267507,-0.0098534,-0.8173590,-0.0138095,0.5758789
124847,1.7896039,-1.6301250,0.2280079,-0.0110796,-0.8162179,-0.0165962,0.5773995
124890,1.7899311,-1.6303550,0.2284683,-0.0108142,-0.8151665,-0.0173710,0.5788651
124931,1.7906370,-1.6308440,0.2297441,-0.0112777,-0.8128425,-0.0199864,0.5820314
124959,1.7913620,-1.6313150,0.2309913,-0.0120007,-0.8104283,-0.0217434,0.5853112
125001,1.7917870,-1.6315550,0.2316386,-0.0124979,-0.8095206,-0.0225124,0.5865265
125016,1.7924531,-1.6318940,0.2325615,-0.0132780,-0.8082018,-0.0237287,0.5882777
125058,1.7926910,-1.6319430,0.2326900,-0.0131328,-0.8082599,-0.0238777,0.5881951
125097,1.7933590,-1.6321729,0.2331890,-0.0132504,-0.8077568,-0.0249464,0.5888388
125126,1.7939590,-1.6323121,0.2337749,-0.0133130,-0.8074381,-0.0259498,0.5892310
125156,1.7943680,-1.6322531,0.2341908,-0.0129981,-0.8073219,-0.0260206,0.5893940
125195,1.7947260,-1.6323470,0.2345615,-0.0126567,-0.8070101,-0.0263047,0.5898158
125223,1.7951630,-1.6324910,0.2351736,-0.0127339,-0.8065273,-0.0271755,0.5904346
125265,1.7953390,-1.6325361,0.2354814,-0.0127931,-0.8060664,-0.0274491,0.5910498
125294,1.7956080,-1.6324840,0.2360608,-0.0121253,-0.8054225,-0.0274710,0.5919400
125322,1.7957500,-1.6324100,0.2364253,-0.0119339,-0.8049725,-0.0274479,0.5925567
125364,1.7959000,-1.6323600,0.2367109,-0.0114898,-0.8046853,-0.0274755,0.5929543
125392,1.7960570,-1.6322761,0.2371196,-0.0109698,-0.8043100,-0.0273033,0.5934809
125434,1.7962180,-1.6321280,0.2372688,-0.0105249,-0.8043189,-0.0269534,0.5934929
125450,1.7964120,-1.6318721,0.2375191,-0.0096108,-0.8042289,-0.0260898,0.5936691
125502,1.7965120,-1.6316940,0.2375322,-0.0091337,-0.8041382,-0.0254374,0.5938277
125518,1.7965920,-1.6313879,0.2378221,-0.0081069,-0.8038086,-0.0246430,0.5943221
125560,1.7966110,-1.6313140,0.2378324,-0.0077466,-0.8037487,-0.0240284,0.5944330
125588,1.7966239,-1.6310410,0.2379786,-0.0068911,-0.8035033,-0.0232197,0.5948075
125628,1.7965980,-1.6308500,0.2381128,-0.0064600,-0.8032792,-0.0223925,0.5951466
125656,1.7964810,-1.6305540,0.2383368,-0.0057426,-0.8028883,-0.0211233,0.5957275
125697,1.7963450,-1.6303370,0.2384747,-0.0052606,-0.8026927,-0.0204335,0.5960196
125713,1.7961380,-1.6300230,0.2387350,-0.0045623,-0.8023953,-0.0190316,0.5964720
125754,1.7960629,-1.6300160,0.2389017,-0.0044434,-0.8023899,-0.0190124,0.5964808
125796,1.7958800,-1.6299109,0.2394119,-0.0040887,-0.8020408,-0.0181883,0.5969783
125825,1.7957660,-1.6298100,0.2401636,-0.0039096,-0.8015159,-0.0171903,0.5977135
125865,1.7958601,-1.6298800,0.2410616,-0.0042911,-0.8009233,-0.0164875,0.5985245
125893,1.7966590,-1.6306200,0.2427074,-0.0054903,-0.8000448,-0.0158177,0.5997065
125935,1.7980360,-1.6339900,0.2445926,-0.0131373,-0.7981609,-0.0239639,0.6018242
125949,1.8000979,-1.6409580,0.2479512,-0.0290385,-0.7950693,-0.0402456,0.6044849
125993,1.8013000,-1.6428750,0.2494210,-0.0438719,-0.7921582,-0.0544213,0.6062994
126032,1.8041461,-1.6488620,0.2538024,-0.0658439,-0.7872002,-0.0730652,0.6088036
126061,1.8063900,-1.6532780,0.2586403,-0.0835280,-0.7827106,-0.0883019,0.6104015
126101,1.8073430,-1.6552280,0.2621797,-0.0913083,-0.7808896,-0.0948640,0.6106349
126145,1.8081510,-1.6567661,0.2675645,-0.0993622,-0.7795399,-0.1008232,0.6101471
126173,1.8080740,-1.6572900,0.2730830,-0.1037484,-0.7802258,-0.1036429,0.6080642
126200,1.8073430,-1.6570880,0.2768896,-0.1038183,-0.7823271,-0.1032995,0.6054052
126242,1.8061550,-1.6564580,0.2804317,-0.1030958,-0.7857012,-0.1022981,0.6013152
126270,1.8039221,-1.6550070,0.2857595,-0.1006570,-0.7914236,-0.1005424,0.5944814
126301,1.8022410,-1.6536720,0.2891548,-0.0970947,-0.7961644,-0.0971641,0.5892828
126338,1.8003020,-1.6520010,0.2922151,-0.0922946,-0.8013966,-0.0918103,0.5837945
126367,1.7974859,-1.6487041,0.2961724,-0.0816099,-0.8100874,-0.0798923,0.5750787
126409,1.7954400,-1.6467940,0.2980730,-0.0726406,-0.8155264,-0.0715002,0.5696735
126438,1.7925620,-1.6436180,0.3003819,-0.0608611,-0.8223333,-0.0615334,0.5623855
126468,1.7913660,-1.6410710,0.3015521,-0.0521827,-0.8264451,-0.0531236,0.5580711
126506,1.7906539,-1.6385900,0.3023387,-0.0422015,-0.8296191,-0.0443080,0.5549667
126534,1.7902180,-1.6351930,0.3028582,-0.0286242,-0.8332467,-0.0327786,0.5511861
126576,1.7907619,-1.6331860,0.3025139,-0.0221839,-0.8338169,-0.0270609,0.5509310
126590,1.7922699,-1.6302561,0.3014363,-0.0117099,-0.8347138,-0.0177545,0.5502732
126645,1.7935910,-1.6293490,0.3005775,-0.0107163,-0.8337625,-0.0140639,0.5518401
126661,1.7981859,-1.6267101,0.2967371,-0.0024749,-0.8328381,-0.0032064,0.5535018
126702,1.7998570,-1.6261899,0.2949062,-0.0024921,-0.8323689,-0.0036580,0.5542043
126743,1.8052180,-1.6246870,0.2892349,0.0026436,-0.8308702,0.0010403,0.5564590
126770,1.8115220,-1.6233470,0.2821739,0.0055596,-0.8295327,0.0063349,0.5583946
126813,1.8161750,-1.6224360,0.2763904,0.0070501,-0.8282134,0.0083452,0.5603064
126827,1.8236170,-1.6212800,0.2668405,0.0093298,-0.8259719,0.0112648,0.5635215
126870,1.8263561,-1.6209871,0.2627597,0.0079695,-0.8250554,0.0107723,0.5648930
126910,1.8349130,-1.6196480,0.2505791,0.0086905,-0.8224894,0.0121035,0.5685853
126939,1.8444149,-1.6178670,0.2366639,0.0112160,-0.8195428,0.0138673,0.5727403
126967,1.8513310,-1.6164080,0.2263807,0.0134115,-0.8174542,0.0150790,0.5756401
127009,1.8587379,-1.6147040,0.2151618,0.0164753,-0.8148869,0.0156365,0.5791748
127037,1.8706870,-1.6117610,0.1972199,0.0216541,-0.8104089,0.0171890,0.5852120
127066,1.8788830,-1.6105120,0.1842844,0.0268700,-0.8064328,0.0195971,0.5903898
127105,1.8865590,-1.6112390,0.1707463,0.0315822,-0.8019910,0.0225848,0.5960729
127147,1.8981750,-1.6106470,0.1496490,0.0329308,-0.7959775,0.0211832,0.6040585
127162,1.9101670,-1.6091720,0.1283620,0.0343498,-0.7904719,0.0221250,0.6111340
127201,1.9139659,-1.6083190,0.1217149,0.0336929,-0.7893293,0.0263552,0.6124781
127245,1.9251980,-1.6068569,0.1017352,0.0349793,-0.7858375,0.0332005,0.6165497
127272,1.9355880,-1.6065331,0.0830352,0.0363586,-0.7830115,0.0384100,0.6197546
127301,1.9418640,-1.6074220,0.0715632,0.0378144,-0.7812592,0.0412878,0.6216908
127342,1.9474200,-1.6084750,0.0613339,0.0381819,-0.7792763,0.0432888,0.6240166
127370,1.9552341,-1.6101770,0.0471230,0.0383945,-0.7757673,0.0460885,0.6281615
127411,1.9596080,-1.6105510,0.0389695,0.0381687,-0.7731551,0.0494999,0.6311293
127424,1.9658370,-1.6106950,0.0276238,0.0379273,-0.7694215,0.0551874,0.6352217
127468,1.9676310,-1.6098800,0.0248199,0.0381549,-0.7682025,0.0571375,0.6365095
127535,1.9731129,-1.6089700,0.0163877,0.0393853,-0.7642878,0.0632202,0.6405593
127550,1.9781671,-1.6079040,0.0098407,0.0386795,-0.7612547,0.0675914,0.6437597
127591,1.9846970,-1.6070820,0.0039037,0.0370421,-0.7577416,0.0718233,0.6475314
127620,1.9895250,-1.6067190,0.0014719,0.0364062,-0.7553484,0.0740874,0.6501034
127648,1.9925390,-1.6066250,0.0008911,0.0359557,-0.7539428,0.0746822,0.6516901
127690,1.9940460,-1.6066980,0.0012342,0.0354079,-0.7537209,0.0740017,0.6520543
127717,1.9983450,-1.6065940,0.0019895,0.0345512,-0.7523738,0.0736521,0.6536935
127746,2.0010450,-1.6065660,0.0032203,0.0346965,-0.7517340,0.0733514,0.6544553
127786,2.0036850,-1.6063930,0.0051336,0.0347724,-0.7510938,0.0726952,0.6552590
127814,2.0075860,-1.6060950,0.0089134,0.0347577,-0.7501127,0.0722794,0.6564287
127855,2.0099540,-1.6058310,0.0122045,0.0339237,-0.7493631,0.0715812,0.6574042
127885,2.0134630,-1.6054900,0.0180851,0.0339176,-0.7481077,0.0715707,0.6588339
127912,2.0154710,-1.6066140,0.0226183,0.0364636,-0.7467432,0.0736637,0.6600142
127953,2.0170350,-1.6071850,0.0274799,0.0363749,-0.7454445,0.0724063,0.6616244
127981,2.0193260,-1.6076829,0.0353586,0.0361928,-0.7434722,0.0707388,0.6640295
128022,2.0210221,-1.6070080,0.0409231,0.0384068,-0.7412782,0.0717181,0.6662492
128051,2.0233560,-1.6059860,0.0498680,0.0425102,-0.7376561,0.0744175,0.6697152
128082,2.0246339,-1.6055520,0.0559308,0.0455920,-0.7348788,0.0762416,0.6723555
128120,2.0258789,-1.6052610,0.0618737,0.0478293,-0.7327054,0.0770758,0.6744735
128146,2.0274820,-1.6047350,0.0708077,0.0498790,-0.7296163,0.0775363,0.6776138
128190,2.0284359,-1.6040970,0.0763104,0.0509426,-0.7273558,0.0771159,0.6800085
128218,2.0297329,-1.6028301,0.0840975,0.0529912,-0.7247363,0.0774105,0.6826103
128261,2.0307081,-1.6016260,0.0887615,0.0560380,-0.7233553,0.0779618,0.6837682
128276,2.0322349,-1.5998859,0.0953322,0.0612474,-0.7206317,0.0794620,0.6860208
128316,2.0328009,-1.5996240,0.0968878,0.0648155,-0.7186641,0.0797900,0.6877169
128356,2.0349269,-1.5986969,0.1015494,0.0719171,-0.7140335,0.0806979,0.6917167
128372,2.0373900,-1.5981810,0.1052475,0.0779404,-0.7094411,0.0812748,0.6957104
128426,2.0385900,-1.5980500,0.1055669,0.0774428,-0.7079192,0.0804324,0.6974121
128440,2.0428500,-1.5976551,0.1075544,0.0812187,-0.7016521,0.0793182,0.7034178
128483,2.0440800,-1.5976200,0.1071825,0.0818932,-0.6996949,0.0782633,0.7054044
128523,2.0476551,-1.5976380,0.1065541,0.0838870,-0.6936839,0.0759590,0.7113339
128552,2.0512841,-1.5978940,0.1047097,0.0843808,-0.6869251,0.0730857,0.7181032
128581,2.0537610,-1.5979910,0.1024650,0.0838509,-0.6822313,0.0708085,0.7228524
128623,2.0563459,-1.5978830,0.0996679,0.0840716,-0.6778762,0.0684687,0.7271368
128637,2.0602939,-1.5975840,0.0950813,0.0841418,-0.6713687,0.0649850,0.7334583
128691,2.0613270,-1.5989040,0.0929036,0.0865235,-0.6693562,0.0654578,0.7349771
128707,2.0655210,-1.6018970,0.0846909,0.0873970,-0.6621138,0.0621889,0.7416870
128747,2.0662670,-1.6020401,0.0824008,0.0847538,-0.6620958,0.0589027,0.7422779
128789,2.0686800,-1.6032280,0.0757043,0.0824527,-0.6590696,0.0545947,0.7455523
128805,2.0709119,-1.6038060,0.0689444,0.0810149,-0.6563169,0.0512054,0.7483734
128847,2.0713680,-1.6039020,0.0666646,0.0820141,-0.6559037,0.0513504,0.7486169
128886,2.0727830,-1.6043060,0.0599848,0.0823952,-0.6541719,0.0499091,0.7501861
128915,2.0739441,-1.6046391,0.0536305,0.0830358,-0.6522521,0.0491687,0.7518343
128957,2.0744841,-1.6048501,0.0498666,0.0823096,-0.6507490,0.0491339,0.7532176
128974,2.0750320,-1.6051130,0.0445165,0.0812051,-0.6485143,0.0483737,0.7553111
129012,2.0749710,-1.6049860,0.0428650,0.0804277,-0.6477351,0.0488937,0.7560291
129053,2.0751691,-1.6048170,0.0381204,0.0800968,-0.6454501,0.0499468,0.7579472
129127,2.0752900,-1.6044500,0.0339191,0.0794897,-0.6432462,0.0514029,0.7597852
129150,2.0753000,-1.6040590,0.0313854,0.0785722,-0.6421255,0.0519220,0.7607927
129164,2.0752370,-1.6038110,0.0239281,0.0771950,-0.6379541,0.0536986,0.7643114
129209,2.0749431,-1.6043100,0.0244458,0.0763254,-0.6382571,0.0529857,0.7641955
129245,2.0743380,-1.6049800,0.0222573,0.0738603,-0.6376418,0.0527282,0.7649689
129274,2.0737460,-1.6050060,0.0206126,0.0711657,-0.6375136,0.0528415,0.7653232
129305,2.0737679,-1.6046170,0.0202895,0.0719812,-0.6376191,0.0533878,0.7651212
129344,2.0737231,-1.6043200,0.0196877,0.0732602,-0.6372743,0.0545130,0.7652077
129373,2.0737350,-1.6038640,0.0191835,0.0746749,-0.6366397,0.0554060,0.7655350
129414,2.0736749,-1.6037730,0.0190867,0.0751970,-0.6359818,0.0552077,0.7660449
129443,2.0736811,-1.6038409,0.0192693,0.0747828,-0.6351211,0.0545327,0.7668474
129471,2.0735979,-1.6040790,0.0196942,0.0740583,-0.6345553,0.0539542,0.7674268
129510,2.0734141,-1.6041440,0.0202660,0.0736628,-0.6340433,0.0539074,0.7678912
129539,2.0731740,-1.6040660,0.0211694,0.0737946,-0.6333071,0.0541553,0.7684684
129582,2.0730529,-1.6037790,0.0219610,0.0744999,-0.6332105,0.0545010,0.7684555
129597,2.0728691,-1.6034510,0.0230020,0.0753995,-0.6329456,0.0548738,0.7685595
129638,2.0728650,-1.6034670,0.0234558,0.0759597,-0.6331155,0.0546763,0.7683784
129678,2.0726011,-1.6033640,0.0246561,0.0766955,-0.6329745,0.0545708,0.7684290
129706,2.0722649,-1.6032910,0.0259128,0.0770061,-0.6327776,0.0542065,0.7685860
129747,2.0720840,-1.6031671,0.0268864,0.0774420,-0.6324689,0.0539785,0.7688122
129777,2.0717809,-1.6029429,0.0283171,0.0786023,-0.6319976,0.0537877,0.7690954
129817,2.0715640,-1.6027840,0.0292706,0.0796530,-0.6313359,0.0532342,0.7695692
129833,2.0712700,-1.6025341,0.0306711,0.0808699,-0.6302790,0.0530116,0.7703235
129875,2.0713010,-1.6024710,0.0311066,0.0811249,-0.6299191,0.0531589,0.7705808
129916,2.0711250,-1.6022010,0.0323364,0.0821474,-0.6289570,0.0531838,0.7712564
129931,2.0710080,-1.6018810,0.0334635,0.0832896,-0.6279519,0.0532492,0.7719480
129974,2.0710320,-1.6017680,0.0337856,0.0838135,-0.6276371,0.0534699,0.7721321
130012,2.0710931,-1.6014650,0.0347687,0.0850243,-0.6267490,0.0537683,0.7727002
130041,2.0712380,-1.6012030,0.0355937,0.0861315,-0.6258468,0.0539887,0.7732932
130083,2.0713241,-1.6010790,0.0361837,0.0868179,-0.6252289,0.0537530,0.7737325
130096,2.0715599,-1.6008310,0.0368535,0.0878395,-0.6243351,0.0538919,0.7743292
130139,2.0716569,-1.6007950,0.0370571,0.0881874,-0.6239495,0.0543393,0.7745690
130179,2.0720849,-1.6005340,0.0375209,0.0890790,-0.6229615,0.0548066,0.7752292
130207,2.0725100,-1.6003520,0.0380332,0.0895976,-0.6219917,0.0551749,0.7759216
130238,2.0728531,-1.6002170,0.0382782,0.0901168,-0.6214865,0.0554346,0.7762477
130278,2.0732219,-1.6000090,0.0385358,0.0907524,-0.6210920,0.0558441,0.7764601
130307,2.0737500,-1.5998000,0.0388444,0.0915940,-0.6205138,0.0561413,0.7768020
130347,2.0740230,-1.5997610,0.0390502,0.0918151,-0.6203724,0.0561954,0.7768849
130376,2.0745690,-1.5996200,0.0392923,0.0923076,-0.6200634,0.0563860,0.7770594
130418,2.0748661,-1.5995260,0.0394850,0.0925939,-0.6199045,0.0565969,0.7771368
130434,2.0753779,-1.5993350,0.0396947,0.0933655,-0.6196751,0.0568862,0.7772063
130473,2.0754681,-1.5992270,0.0399151,0.0939028,-0.6196412,0.0570632,0.7771556
130515,2.0759170,-1.5990850,0.0401784,0.0944697,-0.6193992,0.0572769,0.7772641
130531,2.0763741,-1.5989190,0.0404097,0.0950117,-0.6192126,0.0577254,0.7773135
130584,2.0764790,-1.5988140,0.0405524,0.0953729,-0.6192934,0.0578563,0.7771952
130599,2.0770111,-1.5985360,0.0408577,0.0966465,-0.6191672,0.0580661,0.7771227
130641,2.0771050,-1.5984070,0.0409319,0.0971046,-0.6191939,0.0581975,0.7770346
130696,2.0773740,-1.5980920,0.0412718,0.0984860,-0.6188765,0.0585339,0.7770882
130711,2.0778461,-1.5975660,0.0416802,0.1006300,-0.6182938,0.0593510,0.7772155
130751,2.0778999,-1.5974240,0.0418034,0.1008452,-0.6180268,0.0592955,0.7774041
130780,2.0782320,-1.5969610,0.0421067,0.1022847,-0.6173345,0.0600265,0.7777099
130821,2.0784731,-1.5966630,0.0423179,0.1034594,-0.6168760,0.0606705,0.7778684
130837,2.0788660,-1.5962451,0.0426000,0.1048196,-0.6162263,0.0612820,0.7781532
130877,2.0789311,-1.5961500,0.0427619,0.1050415,-0.6161649,0.0612935,0.7781711
130919,2.0793450,-1.5957490,0.0429452,0.1061670,-0.6157975,0.0620232,0.7782513
130933,2.0797980,-1.5953310,0.0430696,0.1074681,-0.6154736,0.0628841,0.7782599
130989,2.0800769,-1.5951780,0.0430976,0.1078490,-0.6154191,0.0629287,0.7782466
131004,2.0808210,-1.5947410,0.0433019,0.1093030,-0.6148621,0.0634626,0.7784407
131059,2.0810151,-1.5947120,0.0435157,0.1095155,-0.6143992,0.0634973,0.7787734
131072,2.0818341,-1.5943310,0.0439460,0.1108669,-0.6131206,0.0638686,0.7795592
131115,2.0820720,-1.5942410,0.0441947,0.1112505,-0.6128843,0.0638094,0.7796951
131144,2.0827119,-1.5940191,0.0447025,0.1121701,-0.6119554,0.0638419,0.7802901
131183,2.0831571,-1.5938621,0.0451042,0.1126742,-0.6113044,0.0636648,0.7807421
131211,2.0837281,-1.5935820,0.0456900,0.1134471,-0.6101551,0.0635333,0.7815396
131254,2.0841949,-1.5933110,0.0461202,0.1143355,-0.6092887,0.0639149,0.7820547
131270,2.0849190,-1.5929810,0.0467661,0.1155306,-0.6081335,0.0644115,0.7827372
131311,2.0850861,-1.5929559,0.0469548,0.1157638,-0.6077681,0.0644701,0.7829816
131351,2.0856850,-1.5927570,0.0475229,0.1164074,-0.6068556,0.0645867,0.7835842
131379,2.0863359,-1.5926590,0.0480456,0.1171938,-0.6060538,0.0646684,0.7840806
131422,2.0867679,-1.5925670,0.0484927,0.1175199,-0.6056940,0.0642949,0.7843405
131437,2.0874121,-1.5924110,0.0491475,0.1181713,-0.6050848,0.0641188,0.7847272
131477,2.0876319,-1.5923690,0.0492394,0.1186963,-0.6047092,0.0641478,0.7849351
131519,2.0882890,-1.5920920,0.0498429,0.1197036,-0.6036762,0.0641467,0.7855771
131547,2.0889900,-1.5918560,0.0503795,0.1204909,-0.6026983,0.0644257,0.7861845
131589,2.0894461,-1.5917090,0.0507724,0.1209234,-0.6021779,0.0645648,0.7865054
131616,2.0902259,-1.5915010,0.0512969,0.1217447,-0.6015284,0.0645855,0.7868739
131646,2.0907700,-1.5914260,0.0516444,0.1222470,-0.6010775,0.0643298,0.7871615
131685,2.0912950,-1.5913470,0.0519694,0.1224314,-0.6006608,0.0639374,0.7874828
131715,2.0921490,-1.5913210,0.0524378,0.1225885,-0.6000630,0.0635938,0.7879418
131755,2.0927849,-1.5913690,0.0526377,0.1224881,-0.5998732,0.0633494,0.7881216
131770,2.0937390,-1.5914479,0.0530183,0.1223223,-0.5996160,0.0629634,0.7883740
131824,2.0940061,-1.5915320,0.0530703,0.1220336,-0.5998162,0.0623650,0.7883140
131840,2.0953181,-1.5917120,0.0533471,0.1216348,-0.6000204,0.0614119,0.7882951
131881,2.0955541,-1.5917230,0.0534027,0.1215646,-0.6002396,0.0614060,0.7881395
131911,2.0964780,-1.5918800,0.0534926,0.1212628,-0.6010155,0.0610420,0.7876227
131949,2.0970020,-1.5919830,0.0533210,0.1209709,-0.6022571,0.0604684,0.7867630
131978,2.0979061,-1.5921140,0.0530973,0.1206505,-0.6042106,0.0598430,0.7853609
132020,2.0984950,-1.5923010,0.0529036,0.1203579,-0.6056538,0.0595091,0.7843189
132047,2.0993950,-1.5925339,0.0525701,0.1197666,-0.6077434,0.0591569,0.7828182
132077,2.0999620,-1.5925970,0.0523159,0.1192859,-0.6090747,0.0590316,0.7818659
132118,2.1004820,-1.5927460,0.0520964,0.1188850,-0.6104130,0.0592945,0.7808627
132147,2.1011360,-1.5928960,0.0516723,0.1181764,-0.6128148,0.0592804,0.7790881
132188,2.1015191,-1.5929780,0.0513390,0.1181883,-0.6148051,0.0593411,0.7775120
132203,2.1020441,-1.5931250,0.0507318,0.1179564,-0.6176165,0.0593601,0.7753145
132243,2.1020491,-1.5931720,0.0504538,0.1176207,-0.6187655,0.0598847,0.7744085
132284,2.1021910,-1.5933130,0.0494760,0.1167132,-0.6223415,0.0607151,0.7716106
132313,2.1021421,-1.5934790,0.0482206,0.1153171,-0.6273150,0.0607885,0.7677777
132357,2.1021850,-1.5936110,0.0472762,0.1147419,-0.6321687,0.0612272,0.7638378
132387,2.1021881,-1.5938030,0.0455514,0.1135773,-0.6393903,0.0617493,0.7579362
132426,2.1021919,-1.5939790,0.0444213,0.1131327,-0.6443138,0.0623429,0.7537733
132454,2.1020639,-1.5942971,0.0426645,0.1115733,-0.6513596,0.0628542,0.7478847
132493,2.1018720,-1.5946190,0.0415052,0.1100796,-0.6558833,0.0629988,0.7441308
132522,2.1016140,-1.5951430,0.0398624,0.1077292,-0.6625949,0.0630557,0.7385029
132564,2.1013670,-1.5955960,0.0387740,0.1060527,-0.6670051,0.0624988,0.7348135
132578,2.1009970,-1.5962590,0.0371891,0.1038051,-0.6733785,0.0617387,0.7293656
132618,2.1007860,-1.5966080,0.0367158,0.1024718,-0.6749783,0.0611484,0.7281243
132661,2.1003931,-1.5974910,0.0353242,0.0990616,-0.6803511,0.0599035,0.7236856
132688,2.1000590,-1.5984370,0.0340540,0.0956119,-0.6851519,0.0584681,0.7197269
132715,2.0998499,-1.5989730,0.0332928,0.0933089,-0.6876668,0.0572863,0.7177229
132758,2.0997419,-1.5994740,0.0326070,0.0914562,-0.6895256,0.0565744,0.7162329
132788,2.0994821,-1.6002160,0.0316790,0.0886430,-0.6920627,0.0558319,0.7141950
132827,2.0992911,-1.6006420,0.0311884,0.0866283,-0.6935268,0.0556167,0.7130378
132855,2.0989330,-1.6011940,0.0304081,0.0841992,-0.6956201,0.0549439,0.7113399
132897,2.0986600,-1.6015630,0.0299910,0.0829798,-0.6967134,0.0546678,0.7104338
132911,2.0981021,-1.6020850,0.0292980,0.0807146,-0.6984019,0.0536182,0.7091158
132953,2.0978651,-1.6023670,0.0290864,0.0798641,-0.6988656,0.0534633,0.7087668
