Time(ms),x,y,z,qx,qy,qz,qw
110482,-0.1918525,-1.5479404,0.1965673,0.1053338,0.7338948,-0.2012259,0.6407257
110524,-0.1900427,-1.5512584,0.1979411,0.0947928,0.7386006,-0.1912496,0.6399181
110566,-0.1847144,-1.5551686,0.1975566,0.0823842,0.7455168,-0.1812106,0.6373775
110578,-0.1789016,-1.5589952,0.1988560,0.0715517,0.7505339,-0.1712768,0.6362457
110621,-0.1763542,-1.5602483,0.2022227,0.0699177,0.7497053,-0.1674559,0.6378875
110663,-0.1695738,-1.5632700,0.2043700,0.0624018,0.7532650,-0.1594341,0.6372410
110692,-0.1617448,-1.5653161,0.2084519,0.0592054,0.7544448,-0.1531775,0.6379125
110733,-0.1546113,-1.5655793,0.2136946,0.0614336,0.7526797,-0.1506949,0.6399121
110747,-0.1452666,-1.5661850,0.2194060,0.0621282,0.7515529,-0.1471370,0.6418848
110790,-0.1395120,-1.5648587,0.2244959,0.0672712,0.7478383,-0.1487438,0.6446529
110831,-0.1288954,-1.5651063,0.2307962,0.0683815,0.7463884,-0.1460480,0.6468249
110859,-0.1169392,-1.5642631,0.2385161,0.0721056,0.7434874,-0.1453454,0.6497072
110888,-0.1062099,-1.5624883,0.2458709,0.0777156,0.7400730,-0.1467041,0.6523325
110929,-0.0952805,-1.5609238,0.2530694,0.0827977,0.7372737,-0.1476318,0.6544858
110957,-0.0809478,-1.5594513,0.2621746,0.0880302,0.7343419,-0.1481199,0.6569099
110998,-0.0684230,-1.5577937,0.2703829,0.0933466,0.7316183,-0.1494169,0.6588184
111025,-0.0519866,-1.5562444,0.2808388,0.0990897,0.7288573,-0.1497753,0.6609528
111069,-0.0384460,-1.5552081,0.2894366,0.1043949,0.7267921,-0.1502793,0.6622572
111082,-0.0190707,-1.5541704,0.3014153,0.1102132,0.7244484,-0.1492070,0.6641869
111124,-0.0103860,-1.5539982,0.3067019,0.1130138,0.7238532,-0.1484641,0.6644553
111163,0.0082506,-1.5533956,0.3179424,0.1180601,0.7219853,-0.1470820,0.6660079
111193,0.0268241,-1.5532875,0.3287657,0.1229456,0.7203689,-0.1461976,0.6671171
111253,0.0427814,-1.5535779,0.3376143,0.1271367,0.7191512,-0.1462477,0.6676207
111273,0.0704623,-1.5535966,0.3531933,0.1349418,0.7165995,-0.1465042,0.6689343
111315,0.0735943,-1.5540131,0.3541425,0.1367189,0.7163621,-0.1487232,0.6681883
111329,0.0984368,-1.5535455,0.3666917,0.1452532,0.7132829,-0.1511681,0.6691953
111372,0.1084475,-1.5528697,0.3705757,0.1497225,0.7113686,-0.1533842,0.6696416
111413,0.1297198,-1.5519313,0.3805243,0.1575523,0.7079266,-0.1555562,0.6711640
111442,0.1456544,-1.5509775,0.3867635,0.1639441,0.7045290,-0.1576644,0.6728325
111483,0.1560139,-1.5502390,0.3888001,0.1688997,0.7010635,-0.1599099,0.6746736
111497,0.1716556,-1.5493274,0.3927192,0.1745598,0.6969392,-0.1621106,0.6770958
111540,0.1760891,-1.5488230,0.3902829,0.1752100,0.6949210,-0.1631068,0.6785819
111579,0.1933539,-1.5479451,0.3933755,0.1799979,0.6914260,-0.1653472,0.6805235
111609,0.2090212,-1.5470346,0.3931171,0.1832024,0.6888915,-0.1670673,0.6818537
111650,0.2221238,-1.5459850,0.3901524,0.1854062,0.6871350,-0.1681911,0.6826730
111665,0.2396438,-1.5446037,0.3877954,0.1890825,0.6845018,-0.1700123,0.6838883
111706,0.2470712,-1.5435165,0.3827239,0.1898353,0.6836028,-0.1710117,0.6841433
111748,0.2653576,-1.5418215,0.3799117,0.1934211,0.6803104,-0.1730319,0.6859878
111775,0.2854196,-1.5395321,0.3751323,0.1965407,0.6757482,-0.1748328,0.6891827
111818,0.2998282,-1.5374027,0.3692061,0.1973819,0.6713120,-0.1754813,0.6930051
111831,0.3218129,-1.5345535,0.3628695,0.1989277,0.6652465,-0.1763064,0.6982442
111874,0.3302360,-1.5329001,0.3573389,0.1973528,0.6617355,-0.1753075,0.7020990
111915,0.3524783,-1.5299497,0.3506393,0.1982368,0.6554852,-0.1749037,0.7079275
111944,0.3744822,-1.5271342,0.3424900,0.1979693,0.6485946,-0.1723950,0.7150062
111972,0.3919153,-1.5260229,0.3348936,0.1967672,0.6421369,-0.1687168,0.7219765
112014,0.4087349,-1.5259457,0.3280214,0.1951781,0.6360605,-0.1646871,0.7287055
112041,0.4331211,-1.5262183,0.3192569,0.1947289,0.6275777,-0.1603038,0.7373506
112072,0.4504290,-1.5286524,0.3127232,0.1940406,0.6207756,-0.1556211,0.7442658
112110,0.4695472,-1.5309471,0.3059607,0.1944477,0.6133485,-0.1514002,0.7512927
112141,0.4912134,-1.5333973,0.2987654,0.1957549,0.6047506,-0.1471462,0.7589996
112180,0.5097099,-1.5362563,0.2930933,0.1970405,0.5968998,-0.1420250,0.7659059
112208,0.5310411,-1.5386971,0.2869954,0.1981725,0.5881634,-0.1353868,0.7738140
112239,0.5460522,-1.5403905,0.2837319,0.1996661,0.5810626,-0.1296771,0.7797118
112278,0.5619515,-1.5417304,0.2806780,0.2019593,0.5731881,-0.1257123,0.7856847
112310,0.5807036,-1.5429227,0.2775393,0.2050854,0.5634032,-0.1228981,0.7926609
112347,0.5953923,-1.5436074,0.2769764,0.2084149,0.5536734,-0.1219163,0.7987799
112375,0.6113019,-1.5440477,0.2766811,0.2110633,0.5431300,-0.1203263,0.8057100
112406,0.6232025,-1.5439082,0.2785708,0.2132611,0.5334943,-0.1195516,0.8115493
112445,0.6363959,-1.5436606,0.2804204,0.2154132,0.5230548,-0.1180004,0.8180598
112472,0.6523712,-1.5431920,0.2826302,0.2177403,0.5106736,-0.1157576,0.8258859
112515,0.6624708,-1.5420336,0.2870263,0.2201725,0.5003383,-0.1145820,0.8315626
112530,0.6799625,-1.5408621,0.2916060,0.2236503,0.4851929,-0.1124485,0.8403680
112604,0.6837805,-1.5393039,0.2976312,0.2252142,0.4781670,-0.1122820,0.8433676
112622,0.7135162,-1.5375698,0.3050445,0.2303408,0.4527869,-0.1080890,0.8583276
112651,0.7103971,-1.5362010,0.3121306,0.2297262,0.4491367,-0.1076116,0.8591836
112693,0.7246127,-1.5342370,0.3250824,0.2299909,0.4294282,-0.1017393,0.8697581
112722,0.7420018,-1.5321938,0.3393462,0.2294906,0.4059873,-0.0930986,0.8828064
112750,0.7525430,-1.5305008,0.3530906,0.2268326,0.3865295,-0.0835220,0.8931728
112793,0.7597287,-1.5294873,0.3634646,0.2253056,0.3717107,-0.0758789,0.9007124
112808,0.7723885,-1.5288554,0.3779371,0.2256552,0.3475691,-0.0653976,0.9122908
112862,0.7741815,-1.5302780,0.3869872,0.2263095,0.3327831,-0.0579282,0.9171425
112876,0.7893998,-1.5309284,0.4052276,0.2261372,0.2976132,-0.0445012,0.9326591
112918,0.7889652,-1.5336736,0.4135711,0.2236190,0.2756529,-0.0384347,0.9386010
112960,0.7976812,-1.5354934,0.4282485,0.2222057,0.2399720,-0.0283280,0.9513273
112974,0.8036181,-1.5380046,0.4415328,0.2193519,0.1989659,-0.0183390,0.9635801
113028,0.8012367,-1.5400720,0.4443364,0.2152796,0.1768399,-0.0146317,0.9667781
113043,0.8092854,-1.5427778,0.4588098,0.2104023,0.1278871,-0.0027310,0.9806877
113084,0.8067181,-1.5445713,0.4583950,0.2070547,0.1063388,-0.0009774,0.9810874
113125,0.8103749,-1.5470681,0.4658327,0.2037080,0.0657846,0.0060020,0.9884624
113154,0.8124552,-1.5499933,0.4707233,0.2001938,0.0215171,0.0120863,0.9933318
113183,0.8118737,-1.5526768,0.4709692,0.1967265,-0.0159096,0.0160141,0.9933529
113224,0.8117547,-1.5552506,0.4711874,0.1928413,-0.0534136,0.0205276,0.9929017
113253,0.8130439,-1.5584313,0.4729256,0.1867978,-0.1040009,0.0269703,0.9932656
113293,0.8130598,-1.5607225,0.4710296,0.1805423,-0.1462521,0.0310133,0.9884897
113322,0.8146098,-1.5632027,0.4699890,0.1742623,-0.2004434,0.0360690,0.9832861
113350,0.8162376,-1.5644813,0.4659373,0.1701117,-0.2451960,0.0386799,0.9730830
113391,0.8186411,-1.5654718,0.4619057,0.1665449,-0.2864385,0.0410688,0.9623826
113419,0.8229488,-1.5669776,0.4578915,0.1604313,-0.3433932,0.0458551,0.9495662
113462,0.8282843,-1.5673470,0.4518924,0.1549473,-0.3855326,0.0491219,0.9327469
113476,0.8362525,-1.5684743,0.4456156,0.1472993,-0.4469691,0.0550216,0.9119352
113518,0.8432367,-1.5682344,0.4394810,0.1428882,-0.4697604,0.0564326,0.8928337
113558,0.8537486,-1.5691061,0.4330038,0.1348468,-0.5280859,0.0607537,0.8692303
113587,0.8680992,-1.5697207,0.4253277,0.1295543,-0.5814872,0.0644080,0.8396375
113629,0.8835859,-1.5701584,0.4184939,0.1273694,-0.6182821,0.0662594,0.8100254
113643,0.9023086,-1.5708723,0.4111618,0.1222227,-0.6688797,0.0701755,0.7753367
113686,0.9152783,-1.5707099,0.4080741,0.1216701,-0.6783735,0.0712265,0.7546467
113725,0.9349638,-1.5717967,0.4018176,0.1182212,-0.7238442,0.0754530,0.7213317
113754,0.9551749,-1.5736378,0.3969545,0.1154790,-0.7551509,0.0773793,0.6908497
113782,0.9723379,-1.5762230,0.3938369,0.1114553,-0.7706795,0.0770699,0.6678045
113824,0.9873910,-1.5788096,0.3909208,0.1063905,-0.7837027,0.0765048,0.6485535
113852,1.0072708,-1.5822752,0.3861007,0.0991181,-0.8077298,0.0768990,0.6227719
113882,1.0202745,-1.5855464,0.3827912,0.0934627,-0.8121316,0.0751428,0.6101944
113922,1.0333045,-1.5886142,0.3789032,0.0879803,-0.8188040,0.0743552,0.5974222
113951,1.0494508,-1.5920522,0.3735037,0.0808443,-0.8307976,0.0747228,0.5809308
114017,1.0603294,-1.5944360,0.3687926,0.0742046,-0.8318032,0.0748094,0.5737436
114032,1.0858520,-1.5989032,0.3590086,0.0617566,-0.8518699,0.0768558,0.5498776
114046,1.0889413,-1.5985714,0.3549200,0.0570853,-0.8370110,0.0773542,0.5584594
114088,1.0926580,-1.5986110,0.3519745,0.0540076,-0.8314945,0.0771324,0.5609744
114117,1.1075693,-1.6002939,0.3451836,0.0472149,-0.8378409,0.0779497,0.5520744
114157,1.1165266,-1.6004560,0.3401344,0.0444151,-0.8363255,0.0783601,0.5517111
114186,1.1291879,-1.6008302,0.3334081,0.0410121,-0.8366504,0.0784024,0.5499715
114227,1.1377915,-1.6001484,0.3279124,0.0409253,-0.8318875,0.0787850,0.5544237
114242,1.1505399,-1.5998524,0.3204549,0.0389288,-0.8291448,0.0789804,0.5571574
114296,1.1544578,-1.5986013,0.3168914,0.0406085,-0.8217058,0.0784620,0.5659557
114310,1.1719538,-1.5983384,0.3070108,0.0381532,-0.8187987,0.0782129,0.5697247
114353,1.1764781,-1.5967506,0.3029934,0.0411973,-0.8097125,0.0768267,0.5813466
114394,1.1908869,-1.5959780,0.2942146,0.0414369,-0.8034056,0.0759937,0.5896459
114422,1.2046406,-1.5951523,0.2853392,0.0431500,-0.7949110,0.0746563,0.6007367
114450,1.2145222,-1.5944508,0.2783935,0.0454510,-0.7866254,0.0731530,0.6114185
114493,1.2244893,-1.5938069,0.2716148,0.0467958,-0.7797774,0.0720647,0.6202002
114509,1.2397224,-1.5928726,0.2619570,0.0472990,-0.7723103,0.0716156,0.6297222
114561,1.2457895,-1.5919241,0.2580467,0.0477293,-0.7684996,0.0722839,0.6342580
114576,1.2637504,-1.5907004,0.2471262,0.0476407,-0.7609012,0.0719647,0.6438254
114616,1.2699225,-1.5895687,0.2440951,0.0481498,-0.7579588,0.0727828,0.6470142
114659,1.2843733,-1.5883247,0.2362236,0.0496604,-0.7521418,0.0737455,0.6538166
114686,1.3001614,-1.5874217,0.2284635,0.0527899,-0.7459973,0.0756372,0.6605848
114729,1.3095573,-1.5877038,0.2249692,0.0563806,-0.7424136,0.0774599,0.6639949
114741,1.3244470,-1.5881296,0.2185463,0.0591522,-0.7369047,0.0785784,0.6699246
114785,1.3278581,-1.5897152,0.2186876,0.0604482,-0.7359303,0.0793714,0.6704522
114826,1.3430108,-1.5908877,0.2127778,0.0629420,-0.7307748,0.0810026,0.6758947
114855,1.3561865,-1.5931301,0.2090504,0.0642560,-0.7268878,0.0813888,0.6799632
114885,1.3650402,-1.5957104,0.2082597,0.0638818,-0.7250115,0.0803177,0.6819542
114924,1.3741668,-1.5979086,0.2075104,0.0634462,-0.7231618,0.0794920,0.6839485
114952,1.3860055,-1.6000551,0.2062623,0.0628951,-0.7207069,0.0787130,0.6866642
114993,1.3945214,-1.6017101,0.2072960,0.0612226,-0.7199398,0.0776257,0.6875941
115021,1.4071436,-1.6035770,0.2074995,0.0589943,-0.7186227,0.0762602,0.6892805
115053,1.4153839,-1.6046538,0.2099463,0.0557157,-0.7195861,0.0747390,0.6885577
115091,1.4249191,-1.6057444,0.2122156,0.0527855,-0.7206717,0.0734912,0.6876903
115120,1.4356784,-1.6068703,0.2148479,0.0497276,-0.7222912,0.0718954,0.6863135
115160,1.4442981,-1.6076294,0.2189797,0.0468553,-0.7253131,0.0700933,0.6834124
115188,1.4561756,-1.6086823,0.2235146,0.0436262,-0.7279988,0.0676448,0.6809745
115230,1.4646972,-1.6092097,0.2292043,0.0405272,-0.7312014,0.0651997,0.6779241
115246,1.4776430,-1.6100689,0.2356463,0.0365885,-0.7346267,0.0623683,0.6747178
115286,1.4826860,-1.6100494,0.2413485,0.0341840,-0.7378552,0.0606818,0.6714354
115328,1.4949120,-1.6107179,0.2481052,0.0305823,-0.7415534,0.0582833,0.6678035
115344,1.5083636,-1.6111915,0.2569099,0.0266967,-0.7463923,0.0557808,0.6628510
115383,1.5139159,-1.6111239,0.2634605,0.0249540,-0.7500295,0.0551904,0.6588076
115425,1.5261389,-1.6118125,0.2721056,0.0210860,-0.7546830,0.0536147,0.6538681
115454,1.5397885,-1.6129261,0.2828817,0.0155978,-0.7603113,0.0514948,0.6477918
115524,1.5491438,-1.6139439,0.2921941,0.0103184,-0.7649884,0.0496026,0.6425474
115538,1.5711224,-1.6156380,0.3095196,0.0011763,-0.7734224,0.0455764,0.6333179
115577,1.5705516,-1.6151954,0.3128856,-0.0000615,-0.7740840,0.0453526,0.6321439
115592,1.5855755,-1.6152819,0.3267099,-0.0060075,-0.7795032,0.0427643,0.6257823
115635,1.5922793,-1.6147376,0.3339006,-0.0083749,-0.7818421,0.0416393,0.6227344
115675,1.6064346,-1.6148459,0.3463161,-0.0135353,-0.7870871,0.0391977,0.6164992
115702,1.6180072,-1.6154038,0.3566275,-0.0165186,-0.7919827,0.0376220,0.6103872
115745,1.6229188,-1.6161313,0.3611544,-0.0162463,-0.7946013,0.0366717,0.6068903
115759,1.6327698,-1.6175305,0.3693355,-0.0168405,-0.7987413,0.0342870,0.6016930
115801,1.6335716,-1.6189116,0.3695870,-0.0147203,-0.7992446,0.0327308,0.6007983
115842,1.6426817,-1.6205072,0.3764860,-0.0158733,-0.8025866,0.0297219,0.5966112
115868,1.6506122,-1.6221050,0.3813486,-0.0158901,-0.8047082,0.0269032,0.5938835
115911,1.6544788,-1.6230422,0.3819317,-0.0145744,-0.8046318,0.0251323,0.5938639
115928,1.6626518,-1.6242497,0.3852306,-0.0140147,-0.8056368,0.0223156,0.5926055
115980,1.6643322,-1.6244621,0.3828265,-0.0123008,-0.8040983,0.0212055,0.5945103
115994,1.6735616,-1.6255716,0.3854339,-0.0117574,-0.8046018,0.0175631,0.5939891
116039,1.6742711,-1.6254016,0.3805908,-0.0108335,-0.8018671,0.0159313,0.5975164
116075,1.6816403,-1.6260178,0.3795400,-0.0105723,-0.8007646,0.0132020,0.5990450
116105,1.6862477,-1.6261725,0.3748221,-0.0106983,-0.7982792,0.0119581,0.6022943
116135,1.6901143,-1.6262457,0.3680123,-0.0114431,-0.7954391,0.0110770,0.6059727
116174,1.6938432,-1.6263473,0.3609844,-0.0123815,-0.7930868,0.0100206,0.6090153
116207,1.6989551,-1.6265324,0.3528122,-0.0136254,-0.7910670,0.0083462,0.6116375
116243,1.7031746,-1.6263082,0.3422491,-0.0146980,-0.7893159,0.0066612,0.6138895
116261,1.7074767,-1.6261499,0.3311669,-0.0155593,-0.7876310,0.0050487,0.6160528
116300,1.7094507,-1.6260091,0.3206394,-0.0161569,-0.7865050,0.0043828,0.6174564
116340,1.7143160,-1.6262285,0.3083660,-0.0171814,-0.7850596,0.0030058,0.6193012
116371,1.7192845,-1.6269394,0.2929046,-0.0179495,-0.7838131,0.0019625,0.6208764
116409,1.7227906,-1.6279207,0.2776249,-0.0188141,-0.7832490,0.0011530,0.6215518
116426,1.7270471,-1.6287410,0.2614542,-0.0194388,-0.7829278,0.0008075,0.6219324
116467,1.7287493,-1.6289688,0.2507032,-0.0191443,-0.7833068,0.0019613,0.6214217
116509,1.7333937,-1.6294233,0.2344629,-0.0196309,-0.7826454,0.0018699,0.6222429
116539,1.7380284,-1.6296699,0.2172768,-0.0201493,-0.7817280,0.0020937,0.6233737
116580,1.7411553,-1.6296246,0.2045711,-0.0206848,-0.7811469,0.0021120,0.6240683
116595,1.7455496,-1.6296130,0.1892436,-0.0215263,-0.7802712,0.0016278,0.6251340
116636,1.7469558,-1.6291900,0.1838648,-0.0218101,-0.7797605,0.0014276,0.6257426
116677,1.7514048,-1.6290064,0.1697728,-0.0222944,-0.7787030,0.0013170,0.6270469
116694,1.7555966,-1.6287005,0.1567961,-0.0231235,-0.7778862,0.0019092,0.6280287
116745,1.7566898,-1.6284281,0.1533089,-0.0241927,-0.7780437,0.0029420,0.6277724
116759,1.7613919,-1.6283659,0.1388383,-0.0259787,-0.7777157,0.0034041,0.6281117
116803,1.7615850,-1.6285354,0.1383353,-0.0276363,-0.7786937,0.0037426,0.6268072
116844,1.7649697,-1.6288785,0.1282081,-0.0296705,-0.7792165,0.0039146,0.6260673
116872,1.7671723,-1.6295955,0.1222363,-0.0314319,-0.7800552,0.0040405,0.6249357
116901,1.7677749,-1.6302731,0.1217260,-0.0326697,-0.7807629,0.0041338,0.6239842
116942,1.7685091,-1.6305915,0.1209623,-0.0334862,-0.7809185,0.0047062,0.6237428
116993,1.7699522,-1.6305820,0.1186655,-0.0338795,-0.7807167,0.0061207,0.6239629
117037,1.7713568,-1.6299872,0.1175103,-0.0335045,-0.7801440,0.0084686,0.6246693
117053,1.7712892,-1.6290590,0.1206236,-0.0329889,-0.7800531,0.0107999,0.6247724
117106,1.7701241,-1.6283456,0.1284612,-0.0314467,-0.7817076,0.0150363,0.6226671
117136,1.7705138,-1.6281261,0.1310003,-0.0311125,-0.7827107,0.0170141,0.6213947
117163,1.7689368,-1.6285622,0.1376497,-0.0308592,-0.7833647,0.0168268,0.6205906
117205,1.7674904,-1.6286513,0.1432497,-0.0308074,-0.7835212,0.0163677,0.6204070
117233,1.7664943,-1.6285625,0.1480186,-0.0300961,-0.7835717,0.0169311,0.6203687
117274,1.7649636,-1.6283914,0.1533567,-0.0288795,-0.7833742,0.0173759,0.6206590
117288,1.7635605,-1.6282004,0.1590823,-0.0275800,-0.7835019,0.0179905,0.6205418
117332,1.7623297,-1.6280078,0.1633888,-0.0264555,-0.7835246,0.0180122,0.6205536
117370,1.7611089,-1.6277486,0.1693245,-0.0253246,-0.7835597,0.0187589,0.6205406
117399,1.7599474,-1.6274976,0.1752386,-0.0244031,-0.7835315,0.0191022,0.6206030
117441,1.7588685,-1.6273729,0.1804980,-0.0235581,-0.7836066,0.0192226,0.6205341
117469,1.7575957,-1.6272591,0.1867793,-0.0223924,-0.7837673,0.0195443,0.6203662
117498,1.7565744,-1.6271861,0.1913469,-0.0213691,-0.7836715,0.0194253,0.6205236
117538,1.7556884,-1.6268920,0.1957737,-0.0200088,-0.7831461,0.0199278,0.6212144
117567,1.7546452,-1.6264105,0.2015207,-0.0178253,-0.7820728,0.0214403,0.6225830
117608,1.7540311,-1.6257678,0.2058576,-0.0153557,-0.7805055,0.0234239,0.6245389
117623,1.7532792,-1.6251031,0.2114806,-0.0127838,-0.7789652,0.0254132,0.6264583
117664,1.7532774,-1.6246867,0.2133963,-0.0113778,-0.7777641,0.0262756,0.6279356
117707,1.7527688,-1.6241152,0.2186383,-0.0090331,-0.7763016,0.0275759,0.6297586
117721,1.7525339,-1.6234415,0.2237698,-0.0064962,-0.7748365,0.0288766,0.6315660
117763,1.7530283,-1.6230617,0.2247406,-0.0052619,-0.7742632,0.0292895,0.6322392
117805,1.7529751,-1.6223552,0.2293556,-0.0022690,-0.7729840,0.0304908,0.6338030
117831,1.7531887,-1.6216086,0.2335411,0.0011344,-0.7715033,0.0316273,0.6355830
117875,1.7536632,-1.6211407,0.2354637,0.0034453,-0.7703185,0.0322323,0.6369690
117900,1.7539792,-1.6204174,0.2394723,0.0065981,-0.7685303,0.0333989,0.6390836
117943,1.7544459,-1.6200312,0.2409181,0.0084728,-0.7670375,0.0340528,0.6407996
117957,1.7548286,-1.6193204,0.2443769,0.0114106,-0.7646684,0.0353205,0.6435578
117998,1.7552055,-1.6190543,0.2445415,0.0122271,-0.7632445,0.0357754,0.6451550
118041,1.7555913,-1.6183527,0.2474742,0.0148756,-0.7608667,0.0372046,0.6478810
118054,1.7560569,-1.6175933,0.2500975,0.0178462,-0.7578974,0.0391027,0.6512186
118097,1.7563680,-1.6173319,0.2498710,0.0187194,-0.7561972,0.0399390,0.6530458
118138,1.7568166,-1.6165783,0.2523319,0.0213196,-0.7532141,0.0417232,0.6563776
118168,1.7573116,-1.6158940,0.2540158,0.0233256,-0.7504598,0.0434256,0.6593927
118196,1.7577443,-1.6153878,0.2545933,0.0242184,-0.7485489,0.0447331,0.6614187
118237,1.7582330,-1.6148957,0.2550460,0.0253031,-0.7470185,0.0461424,0.6629911
118264,1.7589276,-1.6141384,0.2561604,0.0272712,-0.7450508,0.0483305,0.6650087
118304,1.7596307,-1.6135634,0.2562594,0.0287590,-0.7441688,0.0503223,0.6657469
118333,1.7604736,-1.6127943,0.2569886,0.0306246,-0.7427322,0.0526702,0.6671087
118393,1.7613475,-1.6122028,0.2570600,0.0320418,-0.7421792,0.0548597,0.6674451
118415,1.7626472,-1.6111293,0.2581370,0.0348251,-0.7403641,0.0579675,0.6691341
118443,1.7632545,-1.6110332,0.2574527,0.0349542,-0.7409753,0.0581960,0.6683203
118471,1.7641484,-1.6106932,0.2574557,0.0358366,-0.7406814,0.0590773,0.6684866
118513,1.7649812,-1.6103642,0.2575165,0.0364956,-0.7403405,0.0597921,0.6687406
118543,1.7661222,-1.6098261,0.2578377,0.0376173,-0.7396081,0.0611948,0.6693688
118570,1.7670422,-1.6095258,0.2579031,0.0380684,-0.7392302,0.0626181,0.6696010
118611,1.7677504,-1.6093626,0.2579283,0.0379927,-0.7388688,0.0635516,0.6698911
118639,1.7688200,-1.6090649,0.2581274,0.0382780,-0.7383947,0.0645857,0.6702961
118681,1.7695330,-1.6090212,0.2579888,0.0380843,-0.7386782,0.0645143,0.6699735
118695,1.7706069,-1.6088451,0.2579549,0.0384173,-0.7390057,0.0649224,0.6695424
118739,1.7709439,-1.6090667,0.2574345,0.0380975,-0.7402366,0.0640296,0.6682521
118777,1.7720716,-1.6089436,0.2570938,0.0382340,-0.7417386,0.0636117,0.6666034
118806,1.7731611,-1.6088914,0.2562109,0.0383826,-0.7445774,0.0630575,0.6634547
118849,1.7742118,-1.6087790,0.2550041,0.0388701,-0.7480944,0.0628111,0.6594679
118862,1.7756219,-1.6085311,0.2535564,0.0397687,-0.7525190,0.0627538,0.6543794
118907,1.7762351,-1.6084747,0.2520951,0.0401313,-0.7566190,0.0623971,0.6496325
118944,1.7777520,-1.6081731,0.2503135,0.0410339,-0.7619525,0.0623443,0.6434066
118974,1.7790701,-1.6079273,0.2482520,0.0416015,-0.7676569,0.0622023,0.6366482
119016,1.7802634,-1.6077937,0.2460748,0.0415579,-0.7734814,0.0614344,0.6296996
119030,1.7818956,-1.6076517,0.2436060,0.0415730,-0.7802514,0.0612255,0.6215031
119085,1.7826477,-1.6077248,0.2422242,0.0409527,-0.7840496,0.0611060,0.6166809
119100,1.7848232,-1.6075945,0.2394214,0.0405190,-0.7920294,0.0613684,0.6068571
119141,1.7857329,-1.6077218,0.2387027,0.0391712,-0.7951131,0.0621439,0.6026319
119182,1.7874615,-1.6077063,0.2370355,0.0384642,-0.8007185,0.0626196,0.5954558
119196,1.7891713,-1.6077436,0.2358394,0.0376499,-0.8057517,0.0633869,0.5887946
119239,1.7897273,-1.6079197,0.2361245,0.0367891,-0.8069024,0.0639036,0.5869138
119280,1.7913520,-1.6079714,0.2352266,0.0357786,-0.8115334,0.0642952,0.5807905
119308,1.7927666,-1.6080786,0.2349821,0.0351688,-0.8148712,0.0648224,0.5761604
119350,1.7935507,-1.6082685,0.2354117,0.0349311,-0.8160152,0.0653112,0.5742990
119365,1.7946571,-1.6085137,0.2354422,0.0344551,-0.8186583,0.0656208,0.5705541
119407,1.7945523,-1.6087807,0.2360611,0.0342773,-0.8183523,0.0654762,0.5706947
119447,1.7954268,-1.6090285,0.2360565,0.0337926,-0.8206954,0.0654200,0.5674248
119462,1.7958012,-1.6093354,0.2361658,0.0333511,-0.8220407,0.0649257,0.5655050
119516,1.7953507,-1.6094785,0.2365139,0.0332841,-0.8212366,0.0642793,0.5664972
119531,1.7959245,-1.6096270,0.2363976,0.0333670,-0.8231450,0.0639691,0.5638175
119572,1.7954279,-1.6094465,0.2365374,0.0347432,-0.8216624,0.0638922,0.5656804
119613,1.7955885,-1.6094401,0.2364072,0.0356695,-0.8219257,0.0636633,0.5652300
119641,1.7956595,-1.6095046,0.2362098,0.0364841,-0.8212706,0.0630378,0.5661263
119674,1.7955334,-1.6096705,0.2360798,0.0367258,-0.8193824,0.0622876,0.5688216
119712,1.7955778,-1.6098621,0.2359827,0.0367398,-0.8175288,0.0615703,0.5714962
119739,1.7956859,-1.6101333,0.2358484,0.0366075,-0.8155620,0.0608504,0.5743426
119782,1.7957377,-1.6104711,0.2357555,0.0362478,-0.8132548,0.0598302,0.5777033
119795,1.7958889,-1.6109179,0.2355979,0.0358886,-0.8108861,0.0583611,0.5811904
119875,1.7957840,-1.6112081,0.2355853,0.0354567,-0.8089072,0.0571644,0.5840785
119895,1.7960213,-1.6118609,0.2353732,0.0350872,-0.8050705,0.0550481,0.5896527
119923,1.7956284,-1.6119347,0.2356424,0.0348550,-0.8024114,0.0549968,0.5932683
119952,1.7952468,-1.6122261,0.2358755,0.0339572,-0.7986943,0.0544138,0.5983854
119992,1.7948511,-1.6125138,0.2360649,0.0329195,-0.7955102,0.0539061,0.6027589
120018,1.7943518,-1.6129152,0.2363275,0.0317004,-0.7918175,0.0530453,0.6078353
120060,1.7937623,-1.6131736,0.2366996,0.0306450,-0.7895014,0.0524115,0.6109670
120087,1.7930471,-1.6135833,0.2372277,0.0295561,-0.7858241,0.0510983,0.6159582
120116,1.7922196,-1.6139302,0.2380871,0.0287202,-0.7825022,0.0497657,0.6203197
120157,1.7913543,-1.6143214,0.2391362,0.0276909,-0.7786186,0.0481169,0.6253996
120188,1.7902629,-1.6149359,0.2406016,0.0258747,-0.7730576,0.0457106,0.6326612
120227,1.7891843,-1.6156527,0.2425077,0.0237008,-0.7669984,0.0428116,0.6403219
120252,1.7880564,-1.6164520,0.2446984,0.0212250,-0.7597135,0.0394917,0.6494350
120295,1.7872850,-1.6170970,0.2469238,0.0192362,-0.7530771,0.0366687,0.6573470
120309,1.7863151,-1.6179414,0.2497966,0.0172065,-0.7440550,0.0331929,0.6681721
120351,1.7861701,-1.6183112,0.2516318,0.0168678,-0.7392954,0.0315995,0.6732936
120392,1.7854993,-1.6190979,0.2542935,0.0152954,-0.7311208,0.0281879,0.6828486
