timestamp,timestamp_ms,gpu_index,gpu_name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,temperature,encoder_util(%),decoder_util(%),enc_sampling_us,dec_sampling_us
2025-01-30 00:57:00,1738227420028,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420135,0,NVIDIA GeForce RTX 3080,1,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420237,0,NVIDIA GeForce RTX 3080,1,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420338,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420439,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420540,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420641,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420743,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420844,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:00,1738227420945,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421046,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421148,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421249,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421350,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421451,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421553,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421654,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421755,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421856,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:01,1738227421957,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:02,1738227422059,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
2025-01-30 00:57:02,1738227422160,0,NVIDIA GeForce RTX 3080,0,2,214,10009,38,0,0,200000,200000
