frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
19,-0.612739,1.06601,-0.526646,0.397489,37.6579,3.70305,0.0137091,0.322468,0.0294614,0.946023,0.610931,-0.0069374,0.791653,-0.0469009,0.997888,0.0449389
20,-0.609599,1.06539,-0.528943,0.213499,39.1796,3.76711,0.0127746,0.335045,0.0303414,0.941627,0.631749,-0.0037263,0.775164,-0.0485806,0.997832,0.0443892
21,-0.604265,1.06381,-0.532976,0.13818,41.998,3.94042,0.0134452,0.358101,0.0316647,0.933049,0.669102,-0.0024117,0.743166,-0.04946,0.997633,0.0477683
22,-0.603214,1.06411,-0.533319,0.151916,41.7126,3.94743,0.0135,0.355771,0.0317126,0.933937,0.665393,-0.0026514,0.746489,-0.0496293,0.997624,0.0477812
23,-0.599235,1.06355,-0.535597,0.378783,42.7289,3.91913,0.0155334,0.363978,0.0306408,0.930774,0.678515,-0.006611,0.734557,-0.0457316,0.99764,0.0512212
24,-0.597176,1.06464,-0.535882,0.546446,42.985,3.6205,0.0160085,0.366052,0.0276464,0.930046,0.681776,-0.0095371,0.731499,-0.039705,0.997959,0.0500173
25,-0.595164,1.06483,-0.535864,0.28276,43.298,3.2408,0.0127247,0.368706,0.0253728,0.929112,0.685785,-0.0049351,0.727787,-0.0377651,0.998389,0.0423556
26,-0.593271,1.06465,-0.53606,0.320882,43.3943,3.07288,0.0125135,0.369496,0.0238781,0.928841,0.687004,-0.0056004,0.726632,-0.0351106,0.998546,0.040892
27,-0.590777,1.06427,-0.536226,0.44769,43.4333,2.91214,0.0130306,0.369802,0.0221617,0.928755,0.687489,-0.0078136,0.726153,-0.031528,0.998678,0.0405953
28,-0.589329,1.06354,-0.536345,0.578445,43.4521,2.84391,0.0138736,0.369934,0.0211842,0.928713,0.687713,-0.0100956,0.725913,-0.0290834,0.998717,0.0414426
29,-0.588301,1.06256,-0.536392,1.01326,43.2901,2.75419,0.0170806,0.368537,0.0190765,0.92926,0.685586,-0.0176838,0.727777,-0.0228645,0.998689,0.0458054
30,-0.587162,1.0615,-0.53601,1.51157,42.8702,2.5394,0.0203723,0.365054,0.0158049,0.930629,0.680103,-0.0263789,0.732642,-0.014543,0.99867,0.0494574
