frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
19,0.0163025,1.70109,1.18192,7.63621,202.339,4.72302,-0.0274459,-0.97858,0.0732366,0.19043,-0.376721,-0.132883,-0.916746,0.0258231,0.987766,-0.153789
20,0.0161446,1.70103,1.18243,7.66193,202.397,4.65511,-0.0267849,-0.978487,0.0733567,0.190956,-0.377625,-0.133328,-0.916309,0.0244015,0.987803,-0.153787
21,0.0161746,1.701,1.1829,7.66117,202.401,4.60614,-0.0263658,-0.978493,0.0732694,0.191017,-0.377682,-0.133315,-0.916288,0.0236061,0.987873,-0.15346
22,0.0165476,1.70102,1.18313,7.64716,202.287,4.68504,-0.0271362,-0.978671,0.0732546,0.190003,-0.375876,-0.133072,-0.917066,0.0252777,0.987795,-0.153696
23,0.0170007,1.70107,1.18348,7.62621,202.124,4.72497,-0.0276169,-0.978941,0.0731028,0.188595,-0.373284,-0.13271,-0.918176,0.0264971,0.987787,-0.153543
24,0.0174034,1.70122,1.18357,7.62025,201.996,4.67666,-0.0272962,-0.979167,0.0729419,0.18753,-0.371228,-0.132607,-0.919024,0.0260975,0.987869,-0.153082
25,0.0180436,1.70148,1.18385,7.52747,201.733,4.7048,-0.0278582,-0.979633,0.0721322,0.185309,-0.367089,-0.131002,-0.920915,0.0278482,0.988042,-0.151651
26,0.018662,1.70164,1.18409,7.47577,201.538,4.68235,-0.0278741,-0.979978,0.0716071,0.183681,-0.363998,-0.130107,-0.922268,0.0283263,0.988191,-0.150587
27,0.018994,1.7017,1.18417,7.44998,201.458,4.68427,-0.0279831,-0.980119,0.0713702,0.183004,-0.362725,-0.129661,-0.922832,0.0287315,0.988246,-0.150145
28,0.0191768,1.70162,1.18438,7.48237,201.419,4.71377,-0.0282062,-0.980157,0.0716846,0.182642,-0.36208,-0.130221,-0.923006,0.0291077,0.988132,-0.150828
29,0.0194321,1.70151,1.1847,7.53747,201.371,4.76375,-0.0285741,-0.980195,0.0722229,0.182169,-0.36125,-0.131174,-0.923197,0.0297027,0.987935,-0.151996
