frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
1,0.188655,1.6979,0.656827,7.73897,143.695,355.287,0.0179738,-0.948127,0.0768515,-0.307939,0.586693,-0.13466,-0.798535,0.0132481,0.987542,-0.1568
2,0.185655,1.69528,0.655969,8.30613,142.935,354.868,0.0193373,-0.945736,0.082788,-0.313618,0.596402,-0.144462,-0.78958,0.0153517,0.985544,-0.16872
3,0.181805,1.69191,0.655096,8.86065,141.919,354.43,0.0206209,-0.942576,0.0887376,-0.321326,0.609409,-0.154032,-0.77775,0.0181539,0.983401,-0.180536
4,0.176791,1.69018,0.654854,9.97158,140.025,354.192,0.0177638,-0.936515,0.0988211,-0.335943,0.632743,-0.17316,-0.754753,0.0331245,0.979838,-0.19703
5,0.17574,1.69159,0.655679,10.2897,139.666,354.806,0.0114793,-0.935351,0.0996482,-0.339199,0.636829,-0.178625,-0.750028,0.0461268,0.979877,-0.1942
6,0.174462,1.69315,0.656567,10.1546,139.314,355.53,0.005681,-0.93444,0.0964211,-0.342773,0.641697,-0.176305,-0.746419,0.055484,0.981341,-0.184094
7,0.17326,1.69444,0.657758,9.57125,138.945,356.341,0.0005501,-0.933698,0.0892449,-0.346762,0.64764,-0.166274,-0.743582,0.0608662,0.98407,-0.167037
8,0.171639,1.69609,0.658815,8.53241,138.692,357.318,-0.0043947,-0.933494,0.0778218,-0.35002,0.652798,-0.148369,-0.74286,0.0626832,0.987849,-0.142216
9,0.169276,1.69803,0.660671,7.18507,138.433,358.952,-0.0136988,-0.933254,0.0618198,-0.353592,0.658289,-0.125075,-0.742302,0.0692869,0.991981,-0.1057
10,0.166506,1.69918,0.663714,5.67845,138.288,0.862282,-0.0246576,-0.933172,0.043611,-0.355923,0.662123,-0.0989455,-0.742834,0.0770638,0.99498,-0.0638407
11,0.16479,1.69919,0.666219,5.9001,138.523,1.17113,-0.0277681,-0.933732,0.0445141,-0.354107,0.658811,-0.102794,-0.745253,0.0833815,0.994495,-0.0634627
12,0.162308,1.70054,0.66984,6.2921,138.81,1.83282,-0.0342516,-0.934251,0.0457498,-0.352008,0.654593,-0.109597,-0.747995,0.0962078,0.993468,-0.0613699
