frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
74,-0.0730627,1.55542,0.0670026,31.4078,47.6228,359.455,0.245775,0.389831,-0.113463,0.8802,0.630486,-0.521125,0.575253,0.391363,0.853441,0.344199
75,-0.0728103,1.55492,0.0659598,31.6686,47.9576,359.559,0.247801,0.391934,-0.11427,0.878593,0.632068,-0.525005,0.569965,0.395037,0.851074,0.34586
76,-0.0726962,1.55413,0.0641849,32.0022,48.4313,359.742,0.250511,0.394846,-0.115041,0.876417,0.634461,-0.529952,0.562681,0.399475,0.848019,0.348258
77,-0.0727294,1.55435,0.0631792,32.0285,48.4636,359.579,0.250119,0.395423,-0.116448,0.876083,0.634596,-0.530342,0.562162,0.401841,0.847761,0.346157
78,-0.0725209,1.5546,0.0616376,31.922,48.6821,359.478,0.248731,0.397415,-0.117329,0.875459,0.637474,-0.528764,0.560388,0.403132,0.848733,0.342252
79,-0.0727448,1.55469,0.0606577,31.8315,48.7453,359.402,0.247711,0.398148,-0.117732,0.87536,0.63872,-0.527423,0.560234,0.403368,0.849556,0.339924
80,-0.0729879,1.55487,0.0601296,31.694,48.6613,359.169,0.245935,0.398138,-0.118858,0.875714,0.638846,-0.525382,0.562005,0.404004,0.850777,0.336094
81,-0.0730274,1.55457,0.0592032,31.7484,48.7568,358.996,0.245649,0.399189,-0.120575,0.875081,0.639406,-0.526191,0.560609,0.407147,0.850236,0.333661
82,-0.0730858,1.55321,0.0578683,32.1163,49.0018,359.001,0.248222,0.400704,-0.122329,0.873417,0.639234,-0.531639,0.555643,0.412616,0.846842,0.335568
83,-0.0730905,1.55187,0.05732,32.9368,49.2829,359.119,0.254589,0.401803,-0.124894,0.870712,0.636117,-0.543713,0.547477,0.422083,0.839172,0.342981
84,-0.0725589,1.54963,0.0564759,33.7226,49.7163,359.251,0.260548,0.404012,-0.127603,0.867529,0.634491,-0.555172,0.537778,0.431928,0.831664,0.348959
85,-0.0718919,1.5462,0.0552626,34.9679,50.3261,359.335,0.269568,0.407124,-0.132755,0.862531,0.630741,-0.573117,0.523166,0.448506,0.819418,0.356926
86,-0.0717294,1.54373,0.0535467,36.2192,50.9079,359.446,0.278686,0.409847,-0.137738,0.857548,0.626155,-0.590876,0.508719,0.464671,0.806725,0.36507
87,-0.0707106,1.5419,0.0521988,37.3587,51.7515,359.498,0.286348,0.414692,-0.143507,0.851729,0.624223,-0.606803,0.492072,0.48195,0.794822,0.368758
88,-0.0694697,1.53991,0.050669,37.6748,52.8737,359.58,0.287573,0.422421,-0.146855,0.846933,0.631063,-0.611179,0.477724,0.491706,0.791471,0.36304
89,-0.0674425,1.53675,0.046838,39.1897,54.7878,359.599,0.296242,0.434498,-0.157229,0.835901,0.63324,-0.63189,0.446903,0.520289,0.775039,0.358627
90,-0.0661309,1.5361,0.0448479,39.1614,56.061,359.59,0.294236,0.443821,-0.160469,0.831082,0.643272,-0.631508,0.432896,0.527902,0.77535,0.34663
91,-0.065798,1.53623,0.0424032,39.2654,57.2093,359.799,0.294187,0.451448,-0.162312,0.826622,0.650854,-0.632913,0.419297,0.533961,0.774218,0.339812
92,-0.0652661,1.53718,0.0406279,38.6593,58.0449,359.88,0.288959,0.458107,-0.161451,0.824969,0.662543,-0.624688,0.413281,0.531133,0.780872,0.328841
93,-0.0646826,1.53806,0.037825,37.9968,59.295,359.965,0.282779,0.467805,-0.161288,0.821694,0.677567,-0.615618,0.40239,0.529629,0.788045,0.313812
94,-0.0652776,1.53817,0.0368067,37.9792,59.2253,359.883,0.282416,0.467532,-0.161632,0.821907,0.67724,-0.615376,0.403311,0.529769,0.788232,0.313104
95,-0.0658793,1.53898,0.0331609,37.606,60.0989,359.74,0.277919,0.474655,-0.163255,0.819031,0.68677,-0.610228,0.394927,0.531253,0.792217,0.30027
96,-0.066063,1.53931,0.0314404,37.3443,60.4856,359.815,0.275807,0.477603,-0.162574,0.818166,0.691839,-0.606604,0.391653,0.529477,0.795,0.296021
97,-0.0663619,1.53985,0.029889,37.1789,60.7599,359.918,0.274671,0.479542,-0.161802,0.817566,0.69523,-0.604306,0.38919,0.528001,0.796751,0.293942
98,-0.0663226,1.5406,0.0287838,36.7241,60.8777,359.734,0.270486,0.481452,-0.16149,0.817901,0.700198,-0.597962,0.390082,0.524619,0.801516,0.286962
99,-0.0670252,1.54186,0.0270097,36.0926,61.1023,359.65,0.265303,0.484114,-0.159966,0.818327,0.707449,-0.589091,0.390496,0.518682,0.808051,0.279325
100,-0.06758,1.54451,0.0260925,35.1697,60.9164,359.363,0.257735,0.484662,-0.157712,0.820854,0.714378,-0.576001,0.39735,0.508747,0.817399,0.270252
101,-0.067925,1.54726,0.0259589,33.6981,60.4106,358.841,0.245613,0.484012,-0.154185,0.825611,0.723472,-0.554817,0.410813,0.492354,0.831802,0.256306
102,-0.0690352,1.55154,0.0255958,31.9741,59.8291,358.334,0.231733,0.482839,-0.14945,0.831163,0.73337,-0.529536,0.426333,0.472214,0.847929,0.240895
103,-0.0699943,1.55422,0.0254822,30.6451,59.3478,358.058,0.221475,0.481286,-0.145001,0.835636,0.740132,-0.509719,0.438624,0.455522,0.859847,0.230571
104,-0.0712526,1.55813,0.0253146,28.92,58.8507,357.667,0.207761,0.480055,-0.139822,0.840733,0.749097,-0.483588,0.452765,0.43458,0.87457,0.215098
105,-0.0715646,1.56136,0.0253288,27.5107,58.8014,357.551,0.196915,0.481153,-0.134786,0.843534,0.758655,-0.461914,0.459433,0.416886,0.886115,0.202503
106,-0.0726305,1.56541,0.0253197,25.5748,58.5701,357.348,0.181956,0.481362,-0.12792,0.847832,0.769677,-0.431688,0.470365,0.392083,0.901057,0.185385
107,-0.0739679,1.56796,0.0253384,24.5741,58.309,357.281,0.174501,0.480283,-0.123892,0.850605,0.773823,-0.415869,0.477755,0.378386,0.9084,0.177857
108,-0.0752391,1.5703,0.0258365,23.5908,57.8902,357.096,0.166823,0.478132,-0.120603,0.853824,0.776242,-0.400203,0.487121,0.365474,0.91525,0.169546
109,-0.0761876,1.57205,0.0261198,22.7237,57.4673,357.095,0.160746,0.475544,-0.116465,0.857003,0.777643,-0.386288,0.496037,0.352505,0.921193,0.164751
110,-0.0777712,1.57548,0.0269451,21.2384,56.9191,357.071,0.149986,0.472365,-0.109875,0.86157,0.780991,-0.362249,0.508751,0.331026,0.930863,0.154645
111,-0.0789538,1.57722,0.0273882,20.3336,56.5203,357.091,0.143593,0.469838,-0.105559,0.864575,0.782106,-0.347485,0.517267,0.317458,0.936477,0.149103
112,-0.0811396,1.58044,0.0282683,19.1081,55.7991,357.264,0.135628,0.464803,-0.0984503,0.869408,0.781502,-0.327352,0.531126,0.297268,0.943825,0.144312
113,-0.0822169,1.58274,0.0289171,17.9209,55.1931,357.024,0.126103,0.461019,-0.0948599,0.873247,0.781243,-0.307703,0.543119,0.281944,0.950199,0.132774
