frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
1,-0.258539,1.68202,0.478831,0.444143,8.09434,0.146685,0.0039565,0.0705722,0.0010033,0.997498,0.140799,-0.0077517,0.990008,-0.0014432,0.999967,0.0080349
2,-0.261774,1.67996,0.479362,1.58132,8.04092,0.138603,0.01385,0.0700893,0.000239,0.997445,0.139827,-0.0275957,0.989791,0.0014648,0.999616,0.0276627
3,-0.264322,1.67818,0.47969,2.65528,8.02029,0.261577,0.0232724,0.0698614,0.0006562,0.997285,0.139374,-0.0463267,0.989156,0.0019429,0.998916,0.0465101
4,-0.274002,1.66959,0.48103,6.29329,7.86833,0.752628,0.0552111,0.0681457,0.0027765,0.996143,0.136072,-0.109618,0.984616,0.0019933,0.993888,0.110375
5,-0.280739,1.66607,0.480558,7.32017,7.35187,1.30355,0.0644295,0.0632536,0.0072363,0.995889,0.12692,-0.127414,0.983696,-0.0062623,0.991593,0.129245
6,-0.288186,1.661,0.479077,8.04843,6.98023,1.49487,0.0708341,0.0598073,0.0087167,0.995655,0.12033,-0.14001,0.982811,-0.0088848,0.989813,0.142095
7,-0.295558,1.65418,0.476062,8.95538,6.84922,1.64987,0.0787809,0.0584247,0.0096647,0.995132,0.117803,-0.155665,0.98076,-0.0100298,0.9874,0.157924
8,-0.3024,1.65059,0.473723,9.22059,6.86225,1.39016,0.0809517,0.0586773,0.00726,0.994963,0.117939,-0.160236,0.980008,-0.0049469,0.986788,0.16194
9,-0.306432,1.64679,0.471582,8.86488,6.77739,1.90697,0.0781184,0.0576407,0.0119943,0.995204,0.116603,-0.154105,0.98115,-0.014868,0.987507,0.15687
10,-0.308353,1.64439,0.468846,10.3852,6.68425,2.0218,0.0913605,0.0564557,0.012265,0.994141,0.114491,-0.180265,0.976932,-0.0140706,0.983006,0.183035
11,-0.311742,1.64199,0.465348,11.0127,6.56107,1.92421,0.0967418,0.0553442,0.011196,0.993707,0.112158,-0.191027,0.975156,-0.0115428,0.981031,0.193505
12,-0.313285,1.63943,0.462602,11.0782,6.44082,1.66275,0.0971736,0.0545106,0.0089972,0.993733,0.110087,-0.192148,0.975172,-0.0072877,0.980953,0.19411
13,-0.313346,1.63874,0.461853,11.6537,6.47996,1.28466,0.101984,0.0550863,0.0053973,0.993245,0.110529,-0.201995,0.97313,0.0005142,0.97914,0.203185
14,-0.313975,1.63715,0.460826,11.8658,6.52316,1.24572,0.103805,0.0554647,0.0049145,0.993038,0.111177,-0.205619,0.972296,0.0017544,0.978401,0.20671
15,-0.314193,1.63481,0.460139,12.0124,6.86146,1.46146,0.105199,0.0581763,0.0063995,0.992728,0.116853,-0.208123,0.971097,-0.0004657,0.977785,0.209612
16,-0.314162,1.63389,0.460861,12.9958,7.20708,1.88067,0.113953,0.0605865,0.0091617,0.991595,0.122242,-0.224881,0.966688,-0.0043614,0.973862,0.227101
17,-0.313888,1.63344,0.462513,13.8857,7.44367,2.40431,0.121949,0.0618917,0.0129375,0.99052,0.125765,-0.239985,0.962596,-0.0105343,0.969922,0.243188
18,-0.313395,1.63184,0.463589,14.8836,7.52122,2.68276,0.130728,0.0619922,0.0146696,0.98937,0.126502,-0.256857,0.958134,-0.0128192,0.96539,0.260495
19,-0.312574,1.6313,0.46575,15.746,7.76988,2.8913,0.138313,0.0636452,0.0156558,0.988217,0.130121,-0.271373,0.953638,-0.0133368,0.961249,0.275359
20,-0.311887,1.62996,0.467656,16.2801,8.00611,2.93492,0.142971,0.0654665,0.015408,0.987439,0.133694,-0.280333,0.950547,-0.0117093,0.958644,0.284368
21,-0.311576,1.62828,0.468678,16.81,8.1348,2.50371,0.1473,0.066966,0.0111928,0.986759,0.135456,-0.2892,0.947637,-0.0023611,0.956355,0.292198
22,-0.311617,1.62666,0.47046,17.0681,8.1761,2.20818,0.14935,0.0676349,0.0084298,0.986432,0.135953,-0.293508,0.94624,0.0035718,0.955247,0.295789
23,-0.311636,1.62413,0.473033,17.7685,8.20502,1.95931,0.155229,0.0680388,0.0058018,0.985516,0.135908,-0.305172,0.942549,0.0096877,0.95174,0.306751
24,-0.311926,1.62194,0.474196,18.6644,8.10788,2.21253,0.16307,0.066624,0.0075418,0.984334,0.13362,-0.320025,0.937939,0.0068813,0.946703,0.322035
25,-0.312224,1.62083,0.475473,19.2219,8.08274,2.42813,0.167977,0.0659433,0.0090745,0.983541,0.132765,-0.329228,0.93487,0.0043036,0.943403,0.331621
26,-0.312838,1.61883,0.477056,19.8869,7.8602,2.61807,0.173767,0.0635568,0.0106168,0.982676,0.128601,-0.340165,0.931531,0.0012224,0.939384,0.342864
27,-0.31369,1.61702,0.478973,20.7192,7.22946,2.56774,0.180812,0.0579827,0.0106622,0.981749,0.117705,-0.353788,0.92789,3.28e-05,0.934386,0.356261
28,-0.314016,1.61607,0.479886,20.8097,6.83055,2.46182,0.181499,0.0547066,0.0103345,0.981814,0.111175,-0.355266,0.928131,-0.0004348,0.933903,0.357527
29,-0.314671,1.61407,0.480913,21.5275,6.22366,2.31866,0.187525,0.0495458,0.0097113,0.980961,0.100847,-0.366947,0.924759,-0.0004707,0.92948,0.368872
30,-0.315392,1.61147,0.48183,22.7389,5.4967,2.10607,0.197739,0.0433818,0.0085456,0.979257,0.0883434,-0.386532,0.918035,0.0004198,0.921653,0.388015
31,-0.315857,1.60986,0.483227,23.5486,4.77282,1.78426,0.20449,0.0375832,0.0067335,0.978124,0.0762759,-0.399527,0.913543,0.0021984,0.916277,0.40054
32,-0.316331,1.60773,0.4842,24.2169,4.0666,1.56249,0.210084,0.0318295,0.0058814,0.977147,0.0646753,-0.410191,0.909703,0.0018797,0.91166,0.41094
33,-0.316753,1.60607,0.485208,24.8017,3.45679,1.24743,0.21496,0.0271196,0.00415,0.976237,0.0547345,-0.419479,0.906113,0.0035564,0.90755,0.41993
