1689938622, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
60, -0.4802809, -0.1732051, 0.3000000, -0.4802809, 0.1732051, 0.3000000, 0.4802809, 0.1732051, 0.3000000, 0.4802809, -0.1732051, 0.3000000, -1600.9360000, -577.3502000, 999.9999000, -1600.9360000, 577.3502000, 999.9999000, 1600.9360000, 577.3502000, 999.9999000, 1600.9360000, -577.3502000, 999.9999000
68, -0.4802809, -0.1732051, 0.3000000, -0.4802809, 0.1732051, 0.3000000, 0.4802809, 0.1732051, 0.3000000, 0.4802809, -0.1732051, 0.3000000, -1600.9360000, -577.3502000, 999.9999000, -1600.9360000, 577.3502000, 999.9999000, 1600.9360000, 577.3502000, 999.9999000, 1600.9360000, -577.3502000, 999.9999000
2077, -0.2081004, 0.0863683, 0.5476354, -0.3272863, 0.3460839, 0.3518229, 0.4706770, 0.3100360, -0.1816883, 0.5898628, 0.0503203, 0.0141241, -693.6680000, 287.8943000, 1825.4510000, -1090.9540000, 1153.6130000, 1172.7430000, 1568.9230000, 1033.4530000, -605.6277000, 1966.2090000, 167.7344000, 47.0803200
2130, -0.2081780, 0.0874258, 0.5474380, -0.3279110, 0.3463786, 0.3509501, 0.4700314, 0.3104782, -0.1826022, 0.5897645, 0.0515254, 0.0138858, -693.9266000, 291.4194000, 1824.7930000, -1093.0360000, 1154.5950000, 1169.8340000, 1566.7710000, 1034.9270000, -608.6738000, 1965.8810000, 171.7512000, 46.2858300
2171, -0.2077806, 0.0889386, 0.5473453, -0.3270653, 0.3477429, 0.3503897, 0.4705888, 0.3091571, -0.1834062, 0.5898736, 0.0503528, 0.0135494, -692.6018000, 296.4620000, 1824.4840000, -1090.2180000, 1159.1430000, 1167.9660000, 1568.6290000, 1030.5230000, -611.3541000, 1966.2450000, 167.8427000, 45.1646100
2199, -0.2077983, 0.0895649, 0.5472365, -0.3266892, 0.3484019, 0.3500858, 0.4710458, 0.3084129, -0.1834860, 0.5899367, 0.0495759, 0.0136647, -692.6609000, 298.5498000, 1824.1210000, -1088.9640000, 1161.3400000, 1166.9530000, 1570.1520000, 1028.0430000, -611.6199000, 1966.4550000, 165.2532000, 45.5489200
2270, -0.2078777, 0.0888274, 0.5473266, -0.3265143, 0.3480798, 0.3505690, 0.4713345, 0.3083485, -0.1828518, 0.5899712, 0.0490960, 0.0139058, -692.9255000, 296.0911000, 1824.4220000, -1088.3810000, 1160.2660000, 1168.5630000, 1571.1150000, 1027.8280000, -609.5058000, 1966.5700000, 163.6533000, 46.3526000
2299, -0.2077288, 0.0892649, 0.5473118, -0.3257252, 0.3488195, 0.3505678, 0.4720883, 0.3072446, -0.1827652, 0.5900848, 0.0476899, 0.0139789, -692.4293000, 297.5496000, 1824.3730000, -1085.7510000, 1162.7320000, 1168.5590000, 1573.6280000, 1024.1480000, -609.2173000, 1966.9490000, 158.9665000, 46.5962200
2311, -0.2075486, 0.0900999, 0.5472435, -0.3253116, 0.3495510, 0.3502232, 0.4723725, 0.3065537, -0.1831908, 0.5901355, 0.0471026, 0.0138295, -691.8287000, 300.3328000, 1824.1440000, -1084.3720000, 1165.1700000, 1167.4100000, 1574.5750000, 1021.8460000, -610.6358000, 1967.1180000, 157.0086000, 46.0983600
