frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
34,-0.439236,1.53613,0.458405,6.55866,194.032,2.14026,0.01152,0.990845,-0.0590431,-0.120865,-0.240876,-0.11422,-0.963812,0.0085566,0.992762,-0.11979
35,-0.443303,1.53621,0.459505,6.49028,193.051,2.25995,0.0131295,0.991862,-0.0584679,-0.112329,-0.224366,-0.113035,-0.967927,0.0129099,0.992818,-0.118934
36,-0.44598,1.53608,0.460222,6.52466,192.262,2.33889,0.0141829,0.992586,-0.0587467,-0.105455,-0.211012,-0.113631,-0.970856,0.0157652,0.992695,-0.119613
37,-0.450034,1.53622,0.461402,6.49677,191.045,2.4429,0.0157318,0.99365,-0.0584369,-0.0948563,-0.190346,-0.113147,-0.975175,0.0201776,0.992675,-0.119116
38,-0.451435,1.53604,0.46183,6.41268,190.498,2.49589,0.0165382,0.994124,-0.0576735,-0.0901035,-0.181056,-0.111689,-0.97711,0.0224889,0.9928,-0.11765
39,-0.456918,1.53564,0.463637,6.45194,188.675,2.57459,0.0181109,0.9954,-0.0577951,-0.0742298,-0.14987,-0.11237,-0.982299,0.027475,0.992663,-0.117747
40,-0.459715,1.53549,0.464444,6.46104,187.682,2.6501,0.0192619,0.995989,-0.0577583,-0.0655626,-0.132824,-0.112528,-0.984731,0.0307957,0.992586,-0.117579
41,-0.46261,1.53517,0.465369,6.47256,186.629,2.65269,0.0198086,0.996544,-0.0576802,-0.0564006,-0.114697,-0.112727,-0.986984,0.0329738,0.992561,-0.117196
42,-0.467062,1.53462,0.466754,6.56643,185.095,2.6229,0.0202821,0.997169,-0.0582156,-0.0430533,-0.0882244,-0.114355,-0.989515,0.0354366,0.992399,-0.117848
43,-0.470148,1.53419,0.467751,6.63197,184.111,2.59715,0.020536,0.997474,-0.0586019,-0.034485,-0.0712028,-0.115491,-0.990753,0.0369266,0.992288,-0.118324
44,-0.47488,1.5334,0.469379,6.82568,182.706,2.54592,0.0207648,0.997733,-0.0600223,-0.0222395,-0.0468709,-0.118849,-0.991806,0.0387658,0.991932,-0.120696
45,-0.478174,1.53286,0.47053,7.0119,181.83,2.49203,0.0207255,0.997786,-0.0614766,-0.0146078,-0.0316992,-0.122075,-0.992015,0.0395631,0.991582,-0.123287
46,-0.48004,1.53268,0.471089,7.11555,181.549,2.49921,0.0209254,0.997763,-0.0623288,-0.0121355,-0.0268252,-0.123871,-0.991936,0.0402443,0.991355,-0.124887
47,-0.487316,1.53192,0.473556,7.55384,180.294,2.37211,0.0204854,0.997615,-0.0659106,-0.0011924,-0.0050795,-0.131458,-0.991309,0.0407159,0.990472,-0.131555
48,-0.491062,1.53136,0.474688,7.75673,179.949,2.25993,0.0197056,0.997515,-0.0676166,0.0017823,0.0008909,-0.134967,-0.99085,0.0395542,0.990079,-0.134827
49,-0.494834,1.53052,0.475909,8.15262,179.782,2.14612,0.0188151,0.997291,-0.0710369,0.0032278,0.003765,-0.14181,-0.989887,0.0379868,0.9892,-0.141567
50,-0.500497,1.52891,0.477725,8.9369,179.516,2.0627,0.0182737,0.996784,-0.077821,0.0056134,0.0083466,-0.155347,-0.987825,0.0373036,0.98722,-0.154936
51,-0.503952,1.52771,0.478764,9.41692,179.422,2.11798,0.0188331,0.996435,-0.0819777,0.0065416,0.0099488,-0.163617,-0.986474,0.0386044,0.98585,-0.163125
52,-0.5087,1.52591,0.480347,9.86364,179.217,2.19208,0.0196442,0.996081,-0.0858223,0.0084484,0.0134588,-0.171304,-0.985126,0.0405845,0.984497,-0.17064
53,-0.511475,1.52474,0.481508,10.1011,179.022,2.31452,0.0208685,0.995863,-0.0878421,0.0102749,0.0167984,-0.175386,-0.984356,0.0433694,0.983697,-0.174528
54,-0.513849,1.52348,0.482732,10.3867,178.675,2.42834,0.0221479,0.995583,-0.0902468,0.0134327,0.0227491,-0.180291,-0.98335,0.0465246,0.98273,-0.179101
55,-0.51585,1.52187,0.484657,10.7122,177.647,2.57359,0.0242701,0.99513,-0.0928434,0.0225307,0.0403353,-0.185876,-0.981745,0.0524874,0.981582,-0.183689
56,-0.515025,1.52102,0.486354,10.9591,175.619,2.40867,0.0245558,0.994407,-0.0946002,0.0400448,0.0749957,-0.190109,-0.978894,0.0564135,0.980896,-0.186175
57,-0.511919,1.51998,0.489221,11.2872,171.9,2.21277,0.0261113,0.992349,-0.096719,0.072164,0.138173,-0.195727,-0.970876,0.0657823,0.979927,-0.188189
58,-0.508429,1.51971,0.491728,11.3116,167.928,1.80283,0.0259301,0.98933,-0.096347,0.106167,0.205072,-0.196144,-0.958892,0.0717646,0.98009,-0.185132
59,-0.499997,1.51932,0.498734,11.1554,159.358,1.12522,0.0270276,0.978943,-0.093867,0.179246,0.345869,-0.19347,-0.91812,0.0865676,0.980917,-0.174092
60,-0.497465,1.51948,0.5019,10.9718,156.387,0.990629,0.0279831,0.974155,-0.0918139,0.204473,0.393239,-0.190325,-0.899522,0.0920668,0.981574,-0.167438
61,-0.495783,1.52014,0.504793,10.4982,153.961,0.721864,0.0267216,0.970059,-0.0877195,0.224895,0.431635,-0.182205,-0.883455,0.0912984,0.983182,-0.158167
62,-0.494665,1.52054,0.507708,10.2431,152.083,0.561137,0.0262663,0.966479,-0.0854554,0.240677,0.460729,-0.177825,-0.869544,0.0919058,0.984015,-0.152538
63,-0.493617,1.52126,0.51193,9.7949,149.08,0.342984,0.0256318,0.960225,-0.0814882,0.26584,0.506355,-0.170122,-0.845377,0.0925502,0.985405,-0.142866
64,-0.49382,1.52166,0.512864,9.64789,148.784,0.33055,0.0253945,0.959643,-0.0802196,0.268337,0.51094,-0.167593,-0.843121,0.0917909,0.98584,-0.140336
65,-0.493776,1.52287,0.516497,9.13471,146.938,0.198951,0.0243171,0.95558,-0.0758469,0.283766,0.538633,-0.158756,-0.827449,0.0895193,0.987312,-0.131155
66,-0.493358,1.52413,0.518988,8.69093,145.658,0.0774154,0.0230126,0.952667,-0.0721939,0.294423,0.55765,-0.151104,-0.816207,0.0863577,0.988517,-0.124003
67,-0.492865,1.52611,0.522813,8.09383,144.032,359.792,0.0200649,0.948809,-0.067685,0.30786,0.581485,-0.140795,-0.801282,0.0797505,0.990032,-0.116086
68,-0.492488,1.52729,0.525389,7.68391,143.263,359.667,0.0183618,0.946974,-0.0645045,0.314233,0.592772,-0.133708,-0.794194,0.0753151,0.991004,-0.110628
69,-0.491811,1.52871,0.52905,7.06132,142.19,359.52,0.0159953,0.944336,-0.0596154,0.32314,0.608398,-0.122932,-0.784054,0.0687381,0.99238,-0.102257
70,-0.491338,1.52911,0.531467,6.70549,141.694,359.493,0.0150198,0.943105,-0.0566928,0.327283,0.615621,-0.116766,-0.779344,0.0654396,0.993121,-0.097103
71,-0.490924,1.52917,0.534099,6.53289,141.331,359.455,0.0143867,0.942149,-0.0553364,0.330282,0.620758,-0.113774,-0.775703,0.0636622,0.993462,-0.0947668
72,-0.489959,1.529,0.538042,6.19823,140.866,359.364,0.0128846,0.940958,-0.0527964,0.334133,0.62745,-0.107969,-0.771135,0.0595298,0.994093,-0.0907479
73,-0.489015,1.5291,0.540689,6.08361,140.682,359.294,0.0120568,0.940476,-0.0520408,0.335637,0.630061,-0.10598,-0.76928,0.0576118,0.994293,-0.0897929
74,-0.487259,1.52907,0.545037,6.02892,140.434,359.148,0.0108158,0.939785,-0.0519945,0.337616,0.633448,-0.10503,-0.766624,0.0554374,0.994359,-0.0904241
75,-0.485828,1.52896,0.548408,6.18358,140.372,359.026,0.0102968,0.939551,-0.0536177,0.338027,0.634084,-0.107714,-0.765726,0.0555972,0.994038,-0.0937921
76,-0.483367,1.52878,0.553839,6.38907,140.282,358.857,0.0095655,0.939212,-0.0557919,0.33864,0.635041,-0.111279,-0.764421,0.0557547,0.993591,-0.0983224
77,-0.482424,1.52852,0.556058,6.63249,140.431,358.926,0.010775,0.939538,-0.0575972,0.337395,0.63275,-0.1155,-0.765694,0.059113,0.993133,-0.100959
78,-0.479397,1.52781,0.56267,7.01976,140.574,359.116,0.0134031,0.93976,-0.0602275,0.33622,0.630317,-0.122212,-0.766658,0.0656907,0.992386,-0.104186
79,-0.475999,1.52633,0.569766,7.70483,140.774,359.445,0.0179985,0.93995,-0.0649105,0.3346,0.626677,-0.13407,-0.767659,0.0772734,0.990925,-0.109981
80,-0.473577,1.52462,0.574703,8.68423,140.979,359.716,0.0229564,0.939935,-0.0721896,0.332843,0.622388,-0.150989,-0.768008,0.0912107,0.988523,-0.120425
81,-0.470795,1.52324,0.57968,9.9062,141.217,359.901,0.0278579,0.939775,-0.081727,0.330709,0.61703,-0.172036,-0.767905,0.106416,0.985089,-0.135184
82,-0.466113,1.52095,0.587089,11.3272,141.49,0.0735078,0.0331467,0.939432,-0.0929562,0.32822,0.610518,-0.196411,-0.767262,0.123298,0.980521,-0.152893
83,-0.462575,1.51945,0.592108,12.3659,141.664,0.153801,0.0366241,0.939016,-0.101294,0.326568,0.605886,-0.214155,-0.766185,0.13494,0.976796,-0.166314
84,-0.45694,1.51767,0.599511,13.727,141.863,0.32284,0.0416856,0.938241,-0.112032,0.324676,0.599909,-0.237295,-0.764068,0.150971,0.971422,-0.183158
85,-0.45483,1.51819,0.60184,13.8605,141.901,0.347295,0.0422254,0.938208,-0.113071,0.324342,0.599051,-0.23956,-0.764035,0.15258,0.970864,-0.184778
