frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
2,-1.00124,1.06323,-0.810952,353.979,91.7147,354.623,-0.0701477,0.714113,0.0050269,0.696489,0.994038,0.104894,-0.0297569,-0.107189,0.990108,-0.0905346
3,-1.00188,1.06316,-0.801548,354.511,85.3171,353.935,-0.0709695,0.67404,-0.0064578,0.73525,0.992092,0.0956549,0.0812669,-0.0861763,0.989843,-0.113066
4,-1.00469,1.06324,-0.782377,355.021,73.0112,352.719,-0.0725803,0.590924,-0.0251989,0.80306,0.952753,0.0867915,0.291082,-0.0453063,0.988194,-0.146354
5,-1.00716,1.06352,-0.774674,355.05,67.3045,352.488,-0.0721339,0.55009,-0.0306006,0.831421,0.919128,0.0862811,0.384395,-0.0284764,0.987721,-0.153613
6,-1.01036,1.0634,-0.767665,354.987,62.3571,352.484,-0.0712392,0.513646,-0.0334314,0.854386,0.882467,0.0873878,0.462185,-0.0160569,0.987615,-0.156075
7,-1.01515,1.06308,-0.75902,355.013,55.6701,352.494,-0.0689259,0.462967,-0.0375547,0.882893,0.822677,0.0869353,0.561822,0.0024928,0.987678,-0.156482
8,-1.0178,1.06304,-0.755207,355.106,53.3897,352.885,-0.0659184,0.445598,-0.0362396,0.892067,0.799784,0.0853107,0.594195,0.0059103,0.988683,-0.149904
9,-1.02214,1.06319,-0.749417,355.104,48.8018,353.007,-0.0640006,0.409601,-0.0378759,0.909229,0.749689,0.0853543,0.656263,0.0164464,0.988939,-0.14741
10,-1.02467,1.06334,-0.746819,355.049,46.665,353.216,-0.0630068,0.392657,-0.0372039,0.91677,0.72464,0.0863086,0.683702,0.0187348,0.989292,-0.144742
11,-1.02703,1.06399,-0.744167,354.701,44.8815,353.286,-0.064977,0.378164,-0.0364484,0.922736,0.702628,0.0923463,0.70554,0.0181205,0.988899,-0.14748
12,-1.02863,1.06487,-0.742629,354.059,44.4783,353.214,-0.0702541,0.374463,-0.0351256,0.923909,0.696875,0.10351,0.709683,0.0122907,0.987661,-0.156123
13,-1.03133,1.0663,-0.740467,353.295,43.4145,353.4,-0.075497,0.365491,-0.031794,0.927203,0.68257,0.116761,0.721432,0.0037719,0.986579,-0.163243
14,-1.03301,1.06677,-0.739644,353.251,43.2268,354.035,-0.073776,0.364359,-0.0266359,0.927949,0.680143,0.117511,0.7236,-0.0043284,0.987695,-0.156331
15,-1.03388,1.06727,-0.739291,353.169,43.3736,354.655,-0.072501,0.365894,-0.0212562,0.927585,0.681878,0.118947,0.72173,-0.0136215,0.988584,-0.150057
16,-1.03446,1.06745,-0.73905,353.105,43.7455,354.981,-0.0720388,0.369072,-0.0181795,0.926426,0.686455,0.120058,0.717192,-0.0194911,0.98896,-0.146896
17,-1.03502,1.06759,-0.738837,353.148,44.1105,355.249,-0.0708796,0.372211,-0.0159275,0.9253,0.691073,0.119313,0.712869,-0.023289,0.989445,-0.143027
18,-1.03519,1.06726,-0.738727,353.348,44.5264,355.501,-0.0684938,0.375825,-0.0142993,0.924045,0.696517,0.115835,0.708129,-0.025057,0.990208,-0.137331
19,-1.03533,1.0671,-0.738737,353.586,45.0196,355.867,-0.0654278,0.38013,-0.0118588,0.92254,0.702922,0.111704,0.702441,-0.0278616,0.991157,-0.129735
20,-1.03542,1.06671,-0.738686,354.064,45.2903,356.094,-0.0608637,0.382655,-0.0114833,0.921813,0.70687,0.103422,0.699742,-0.0254086,0.992328,-0.120998
21,-1.03564,1.06568,-0.738579,354.934,45.5833,356.505,-0.052525,0.38558,-0.0109732,0.921113,0.711479,0.0883008,0.697138,-0.0202901,0.994241,-0.105225
