frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
2,-0.290486,1.56065,1.66398,4.93082,200.014,4.91968,-0.0347592,-0.98329,0.0497738,0.171626,-0.340977,-0.0859529,-0.936134,0.0512718,0.992629,-0.109815
3,-0.292336,1.56135,1.66613,4.54784,201.61,4.98141,-0.0352221,-0.980893,0.0470771,0.185449,-0.367128,-0.0792914,-0.926785,0.0516375,0.993086,-0.105419
4,-0.296401,1.56321,1.67136,3.59394,205.531,5.0416,-0.0359516,-0.974164,0.0402668,0.219297,-0.430157,-0.0626849,-0.900575,0.0523846,0.994172,-0.0942211
5,-0.297575,1.56384,1.67315,3.16378,206.999,5.07365,-0.0365842,-0.971333,0.0371452,0.231935,-0.453291,-0.0551904,-0.889652,0.0538404,0.994564,-0.089131
6,-0.297828,1.56437,1.67345,2.95267,207.561,5.1544,-0.0375258,-0.970187,0.0357045,0.236757,-0.462077,-0.051511,-0.885342,0.0559076,0.994634,-0.087049
7,-0.297956,1.5662,1.67492,1.97693,210.165,5.32128,-0.0403306,-0.964577,0.028716,0.259114,-0.502187,-0.0344971,-0.864071,0.0629225,0.995098,-0.0762979
8,-0.296346,1.56696,1.67393,1.53959,210.484,5.96872,-0.0467002,-0.963612,0.026631,0.261843,-0.507117,-0.0268677,-0.861458,0.0760555,0.99422,-0.07578
9,-0.290707,1.56793,1.66977,0.686627,211.349,7.37533,-0.0603091,-0.960906,0.0231336,0.269236,-0.520211,-0.0119836,-0.853954,0.103446,0.991655,-0.0769331
10,-0.288074,1.56648,1.66727,1.31112,209.818,8.07022,-0.065058,-0.964084,0.0291323,0.255854,-0.497121,-0.0228813,-0.86738,0.110535,0.989838,-0.0894628
11,-0.281896,1.56412,1.66187,2.09542,207.497,9.5619,-0.0766145,-0.968169,0.0375041,0.235313,-0.461393,-0.0365639,-0.886442,0.130701,0.985447,-0.108677
12,-0.277142,1.56191,1.65824,3.01964,205.29,10.5096,-0.0835894,-0.971836,0.045643,0.215557,-0.426603,-0.0526783,-0.902904,0.142793,0.981859,-0.124752
13,-0.272441,1.56003,1.65496,4.01244,202.936,10.9443,-0.0864725,-0.975636,0.0531007,0.194517,-0.38874,-0.0699731,-0.918687,0.148073,0.979406,-0.137255
14,-0.268017,1.55885,1.65246,4.85339,200.576,11.0594,-0.0872003,-0.979194,0.0586608,0.17359,-0.350188,-0.0846064,-0.932851,0.150406,0.97791,-0.145155
15,-0.26418,1.55823,1.65092,5.47292,198.382,10.8262,-0.0854269,-0.982358,0.0619698,0.154387,-0.313915,-0.0953753,-0.944649,0.148705,0.977724,-0.148131
16,-0.259065,1.55746,1.64951,6.23147,195.475,10.5108,-0.0833398,-0.985941,0.0659456,0.12894,-0.265246,-0.108545,-0.958052,0.14733,0.977411,-0.151528
17,-0.255012,1.55716,1.6488,6.77056,192.943,10.3582,-0.0829094,-0.988446,0.0685903,0.106754,-0.222415,-0.117894,-0.967798,0.149258,0.976843,-0.153297
18,-0.253026,1.55663,1.64884,7.05279,191.661,10.3017,-0.0829215,-0.989494,0.0700464,0.0954949,-0.2006,-0.122784,-0.971949,0.150723,0.976435,-0.154458
19,-0.251201,1.55624,1.64896,7.30602,189.904,10.1138,-0.0821593,-0.990858,0.070822,0.0802116,-0.170594,-0.127169,-0.977101,0.151455,0.976468,-0.153529
20,-0.250319,1.55581,1.64928,7.49339,189.008,10.0823,-0.0823011,-0.991384,0.0717773,0.0723309,-0.15523,-0.130412,-0.979233,0.152801,0.976149,-0.154224
21,-0.249655,1.55522,1.6494,7.7118,188.206,9.95708,-0.0815708,-0.991842,0.0730173,0.0652988,-0.141444,-0.13419,-0.980809,0.152275,0.976029,-0.155496
22,-0.249196,1.55442,1.64945,8.14273,187.599,9.78404,-0.0801886,-0.99206,0.0762213,0.0598131,-0.1309,-0.14164,-0.981226,0.149986,0.97552,-0.160825
23,-0.248538,1.55232,1.64961,9.13444,186.501,9.64036,-0.0791283,-0.992081,0.0839687,0.0496393,-0.111781,-0.158752,-0.980971,0.148667,0.973376,-0.174463
