FrameID,SSIM,PSNR,RMSE
90,0.6310573093416743,9.103091499450214,89.40989924137563
100,0.4562314574269967,10.051624151330675,80.16023336695932
110,0.42177032641036855,11.029447345290802,71.62552415811258
120,0.47460150045550026,12.334540562505323,61.63297795814182
130,0.588766239151438,10.734034481363398,74.10345489173064
140,0.6979715567644521,15.232631675113703,44.14775224823376
150,0.7067222535260574,16.154183759968465,39.70370107422728
160,0.7263616767063215,17.201509546838086,35.19368180022463
170,0.7588507705849681,17.711777624357147,33.185724175850524
180,0.7672463083184665,17.79256334697201,32.87850131528954
190,0.7767083579830704,17.444112967610035,34.22429668340008
200,0.7655256710493377,16.87117446604026,36.55791823167963
210,0.6980896078875326,15.749437226028839,41.59760427948606
220,0.6667393390002161,15.60229314640694,42.308294926737986
230,0.6873152835832469,16.032919221095806,40.261895693297
240,0.7233322153694298,16.873217694345687,36.549319528319444
250,0.7433225109038301,17.141331638954433,35.43835860341449
260,0.7636550534699703,17.572698556246735,33.72137327699266
270,0.7735706793252581,17.970988090986644,32.210003787295506
280,0.8300144029994535,18.388424376760874,30.698627675784962
290,0.8741094724369086,18.756515757738647,29.424859142810348
300,0.8699931428803706,18.846272508615126,29.12235925201393
310,0.8615434827822498,18.73155208108969,29.50954928764016
320,0.8357476627573007,18.442934231193256,30.50657620246229
330,0.8142643592938471,18.521941517948207,30.230345069568923
340,0.7844650086061792,17.91286044124567,32.4262822301865
350,0.772346910288138,17.788989278832354,32.89203293827131
360,0.7730154349079555,17.99959549944665,32.104093048647094
370,0.7670473460311024,17.59098357172473,33.650459726070764
380,0.7712634770867234,17.942093345292157,32.31733299275647
390,0.7805545587158192,17.882386874310676,32.540246366821584
400,0.7769734432613511,17.707329157995463,33.20272455156442
410,0.8005941560323043,17.49386332619659,34.02882976098298
420,0.8243877068254558,17.529161042439473,33.89082401448735
430,0.8345249038220653,17.935796775433023,32.340768947791794
440,0.8301285951294209,17.951575918427217,32.282070714807844
450,0.8264518200771219,18.090591976206973,31.769514764115282
460,0.8127568921372452,17.72625060018396,33.13047407757761
470,0.8040199053698208,17.661739779183026,33.37745288041485
480,0.8029089787132809,17.987165652648628,32.15006814600425
490,0.8024372539331583,17.93340199391129,32.349686831486295
500,0.7840170421423522,18.094478416234733,31.755302898647873
510,0.7700694198778039,17.50368533959761,33.99037167179192
520,0.7677834888712703,17.840187008346394,32.69872584228143
530,0.7549757939411251,17.693346284147317,33.25621860089105
540,0.7327187153997259,17.245941621887507,35.014110608962994
550,0.7589033324060592,17.780209333533787,32.92529795428055
560,0.7657807984973638,17.693336446264134,33.25625626784201
570,0.7420102239475636,17.734596530287877,33.09865559567181
580,0.7387536119076472,18.93797451920627,28.816514824153256
590,0.7586165209387209,18.362562905272164,30.790166342801186
600,0.7570202253201014,18.241066019792175,31.223880737206844
610,0.742508270067258,18.489450870086575,30.34363718552967
620,0.7615296759386366,18.795281683504896,29.293825909473924
630,0.7720301895683211,18.432009517003806,30.544970116858455
640,0.7642048751805258,17.953681473388773,32.27424613504449
650,0.7732970519678598,18.429609976817577,30.55340955268524
660,0.7764176704148262,19.101384226641947,28.27945067592744
670,0.7707364169522485,19.19169486047875,27.986941332594057
680,0.7819121465620752,20.184432665974516,24.964251381902553
690,0.7719690555567905,19.806065294666357,26.07575642985944
700,0.7518870708906874,19.741590816590822,26.27003428624638
710,0.7192194442030814,18.33559303181543,30.885919049272392
720,0.734393243303051,17.947541539927254,32.297068412027805
730,0.7193614252042004,18.161680017916094,31.51056421492413
740,0.7426380926000933,18.84797542657169,29.11665020787472
750,0.7330829528296907,17.2882027524117,34.84416349134765
760,0.7166657196207856,18.5992361287315,29.96252255707442
770,0.7053832993478354,17.126093084163255,35.50058635251746
780,0.6594437718687809,15.576742374351017,42.432933988056185
790,0.6192935274491983,14.15457752849688,49.98173228755668
800,0.5888557585732558,12.823133429512781,58.261747803707856
810,0.5556154062890085,11.969755538581401,64.27652709639989
820,0.579841225677814,12.262798175911797,62.1441527860039
830,0.594499454912086,12.26704823746405,62.11375269124669
840,0.599425560169292,12.173665842740185,62.785143080163785
850,0.6064835322719677,12.074639183952872,63.50504399561624
860,0.6335657676577295,12.650443983958011,59.43167647969957
870,0.6458439385310616,12.958650712756537,57.35980216808549
880,0.6090915346074796,12.167475362508588,62.829906338719084
890,0.6358963961518871,13.160863245332537,56.03985696972892
900,0.6336098087743124,13.166408940140492,56.004088526219775
910,0.6079920742406494,12.923325348170936,57.593558521706896
920,0.6249757762632555,13.63971676683934,53.03399484786913
930,0.5910237963186176,12.657983038661696,59.38011420050475
940,0.5632792024573542,13.124430494058831,56.2754084388375
950,0.6163693998455382,14.538107169574525,47.822780368030166
960,0.6260949973770709,15.285515915875255,43.87977425643298
970,0.6389563823005563,15.96573110909426,40.574541879601
980,0.707411097189615,18.19061831093308,31.40575691663875
990,0.7552323697852165,19.570240479495457,26.793420280138243
1000,0.7707567644176315,19.781792351019238,26.148727719423327
1010,0.7800750423335989,20.205428702999747,24.903979219240867
1020,0.8749649385607263,25.26218059192069,13.913332078399105
1030,0.8722814876878546,24.709086336327466,14.828112202320085
1040,0.8524236422558064,25.538227573221135,13.478103956955882
1050,0.8330144473794562,24.95774706138832,14.409629930497646
1060,0.8562328107495034,24.830350988503902,14.622533702363304
1070,0.8810369034355859,25.489625731800587,13.55373199456121
1080,0.8985881109297899,25.780746067529883,13.106987252833443
1090,0.9126244445579692,15.58154407035831,42.409482879366
1100,0.8642910216333606,11.97234591582038,64.25736088146618
1110,0.7783371136535568,9.328517249021163,87.11928811637961
1120,0.7991547528787456,10.437433822169575,76.67759616407781
1130,0.8247562672113945,11.117761218322325,70.90096064347836
1140,0.8529100771590307,22.175657911071227,19.849852541980642
1150,0.8566933284041379,21.46472193241275,21.542895947999437
1160,0.8745092373234754,21.05282384829177,22.589103121459534
1170,0.8861044810279165,20.725052740239143,23.457814272011106
1180,0.902899483921618,21.499146141161237,21.457685387405462
1190,0.9165244811658191,21.979201887628165,20.303928998425633
1200,0.9246147631806378,22.518835965087067,19.080879205647317
1210,0.9172533729723323,22.27741449963126,19.61866518215273
1220,0.9140927002269663,22.568293959224206,18.972540233536606
1230,0.9138811947979915,23.089052062838746,17.868478638416327
1240,0.8995325215652384,22.67480766085447,18.74130365649887
1250,0.8784593404506341,21.99524103329299,20.266470868322944
1260,0.8773664691433206,21.955911341217526,20.358445483901967
1270,0.8833573204912718,22.67749949011572,18.735496470902618
1280,0.8737771806882971,22.237484043816945,19.709063023545955
1290,0.8837886178360478,22.462937102545464,19.204071988835622
1300,0.8821247658880383,21.569295346430867,21.285086190045064
1310,0.8927629824663623,21.48746174775298,21.486570022144683
1320,0.9064570280602621,21.8388157490809,20.634758619991707
1330,0.8859153558691973,20.939706710197466,22.885206994031403
1340,0.8660862597472314,20.711614428713318,23.494134949616942
1350,0.8403501429828896,20.34429434668567,24.50899273593209
1360,0.8343387534944301,20.03573429804061,25.395306895663417
1370,0.8307733685015951,20.552952271200382,23.927237857399962
1380,0.8406700395436483,20.957064867666908,22.839518138426612
1390,0.8174075705636747,20.651839795252187,23.65637471012349
1400,0.8257290524659974,20.912888963176897,22.955974427254485
1410,0.8422605669497153,20.974556107500536,22.793571259377117
1420,0.8476276126909287,20.37896077812035,24.41136933769133
1430,0.8696202124256095,20.644537732659174,23.67627053728314
1440,0.891887278205158,21.172850162848945,22.279101511184383
1450,0.9007918475442546,21.528471376676425,21.385362267862828
1460,0.9014245813427927,22.029087985872515,20.18765067500204
1470,0.8826096203649764,21.01975306264089,22.675273147746864
1480,0.9453117833509275,22.073378549384838,20.0849730330089
1490,0.9020181875941052,21.06449473844153,22.558771409520574
1500,0.8878930586962436,21.661443312191242,21.060467859061845
1510,0.864264353499998,21.500579609609744,21.45414442864749
1520,0.8555423721308365,21.349904969028685,21.829557481358453
1530,0.8612070445609317,22.171210391702196,19.86001905494416
1540,0.8563466906857581,21.60137936521584,21.206608174154134
1550,0.8514061451759657,21.315154833542177,21.917067176368406
1560,0.8740715645958249,22.460308163392476,19.209885322865595
1570,0.8599286448199285,22.17978078850558,19.84043277121292
1580,0.8511258614951641,21.35157354484663,21.825364384866816
1590,0.8462717897784785,21.084481463744144,22.506922072475184
1600,0.837009762778223,20.9495811518639,22.859205024272754
1610,0.8337739852865947,20.94012996758118,22.884091840922014
1620,0.827740626396996,21.573329946413565,21.27520155299235
1630,0.8227914773220055,21.5307652919487,21.379715208789936
1640,0.8075778549317961,21.074389524790057,22.533087554391955
1650,0.8280976156958736,21.152640598943208,22.330998916417556
1660,0.8403130022649007,21.525944673721057,21.391584119659285
1670,0.8353353934589077,21.234499111078925,22.12153325638721
1680,0.8461826727405531,21.755231959037538,20.834284123962195
1690,0.8550213771863476,21.42755839919595,21.635267064503292
1700,0.8577602730009949,21.00227569646107,22.720945272184974
1710,0.8613503167127895,21.425586958627967,21.640178188841652
1720,0.8627406898801343,21.268665390110534,22.0346882754206
1730,0.8849553270405556,21.86827153902893,20.56490006895094
1740,0.8818573544368259,21.74902181275671,20.849185328245817
1750,0.8957682571568505,22.730727090322475,18.621035407942962
1760,0.8881904162941909,21.726036986604203,20.904430045284833
1770,0.8930435163439796,22.78611598565549,18.502669063272627
1780,0.8707460598064266,20.817096221143338,23.210546670656
1790,0.8713123054699149,21.550323383422803,21.331628481423255
1800,0.8767673363627031,21.6581750550783,21.068393814602263
1810,0.8726041260922992,21.516411537281492,21.41507518964506
1820,0.887056252362807,21.906790239711036,20.473904275992915
1830,0.887261424990425,22.190100714669736,19.816873847194724
1840,0.8827364982138435,21.819754484722772,20.680091510289543
1850,0.8939956695182892,21.25110491616128,22.07928140195896
1860,0.9011946309565119,22.034139019004392,20.1759145312144
1870,0.8829412771705646,21.318840906068463,21.907768099038123
1880,0.9056860088420674,22.816742337876295,18.43754373683271
1890,0.9028835931217132,22.778153217353605,18.51963911779118
1900,0.877164126428332,20.807163444094613,23.23710434816255
1910,0.8911340831958999,21.988408769696818,20.28241861223421
1920,0.8956772308160764,21.90474427724704,20.478727474909096
1930,0.8781995116503384,20.789348195528326,23.284813867899935
1940,0.8875259729796513,21.739059535238834,20.87311201143751
1950,0.8918397699296369,21.971386398890967,20.32220652072871
1960,0.8963114559024219,22.150807772283684,19.906723847527918
1970,0.8955185807345201,21.90671434423819,20.474083173434583
