1689340056, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
59, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 1.0000000, 0.0000000
66, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 1.0000000, 0.0000000
1630, -0.0695163, 1.6222820, -0.5716271, 357.3622000, 345.9424000, 1.0036710, -0.0239150, -0.1221310, 0.0058740, 0.9922085, -0.2426398, 0.0460225, 0.9690242, -0.0058149, 0.9987872, -0.0488921
1679, -0.0759819, 1.6224730, -0.5712595, 357.2501000, 342.1288000, 0.9988628, -0.0250569, -0.1550665, 0.0048814, 0.9875742, -0.3065240, 0.0479771, 0.9506531, -0.0018706, 0.9986966, -0.0510049
1711, -0.0817567, 1.6203270, -0.5717211, 358.2595000, 339.0616000, 1.1874240, -0.0168168, -0.1815214, 0.0074288, 0.9832152, -0.3571991, 0.0303722, 0.9335343, -0.0085030, 0.9993240, -0.0357661
1740, -0.0830988, 1.6196670, -0.5718960, 358.9307000, 338.5311000, 1.1252190, -0.0109964, -0.1861500, 0.0079091, 0.9824280, -0.3659319, 0.0186617, 0.9304545, -0.0114462, 0.9996331, -0.0245508
1770, -0.0839902, 1.6191210, -0.5719984, 359.4353000, 338.1432000, 1.2015240, -0.0068263, -0.1895187, 0.0093606, 0.9818088, -0.3722700, 0.0098563, 0.9280722, -0.0157931, 0.9997315, -0.0169523
1823, -0.0846323, 1.6195300, -0.5717497, 359.1916000, 338.0947000, 1.3739950, -0.0092038, -0.1898960, 0.0104311, 0.9817057, -0.3730360, 0.0141093, 0.9277096, -0.0169850, 0.9996130, -0.0220326
1853, -0.0852724, 1.6201130, -0.5711069, 358.9317000, 337.8138000, 1.6390180, -0.0118995, -0.1922454, 0.0122412, 0.9811984, -0.3775531, 0.0186450, 0.9258002, -0.0194469, 0.9994171, -0.0280583
1882, -0.0854814, 1.6201330, -0.5708388, 358.7154000, 337.8084000, 1.7668810, -0.0139663, -0.1922455, 0.0129720, 0.9811617, -0.3776101, 0.0224188, 0.9256932, -0.0200854, 0.9992734, -0.0323941
1911, -0.0850584, 1.6195030, -0.5704883, 358.8905000, 337.8906000, 1.7308320, -0.0123974, -0.1915719, 0.0129665, 0.9813146, -0.3763060, 0.0193634, 0.9262931, -0.0206985, 0.9993563, -0.0292995
1964, -0.0835670, 1.6175520, -0.5705714, 359.8892000, 338.4420000, 1.3753280, -0.0031948, -0.1869968, 0.0116090, 0.9822868, -0.3674431, 0.0019347, 0.9300440, -0.0216120, 0.9997100, -0.0106182
1993, -0.0810952, 1.6157650, -0.5704616, 1.3899580, 339.6711000, 1.1318870, 0.0101954, -0.1765708, 0.0118621, 0.9841636, -0.3473072, -0.0242570, 0.9374377, -0.0269489, 0.9995107, 0.0158790
2021, -0.0794948, 1.6155680, -0.5700524, 1.5546870, 340.6515000, 1.3375550, 0.0114117, -0.1681759, 0.0137848, 0.9855946, -0.3311918, -0.0271311, 0.9431733, -0.0310107, 0.9993595, 0.0178580
2049, -0.0777237, 1.6153770, -0.5694582, 1.4367920, 341.6771000, 1.5202170, 0.0102650, -0.1593545, 0.0150919, 0.9870527, -0.3142727, -0.0250741, 0.9490016, -0.0330645, 0.9993337, 0.0154543
2105, -0.0758026, 1.6153950, -0.5685475, 1.2100240, 342.8761000, 1.5786120, 0.0083898, -0.1490001, 0.0151932, 0.9886849, -0.2943735, -0.0211173, 0.9554572, -0.0325427, 0.9993976, 0.0120622
2133, -0.0719335, 1.6150260, -0.5666031, 1.3032160, 345.1136000, 1.4696170, 0.0096145, -0.1296689, 0.0141887, 0.9914092, -0.2568370, -0.0227434, 0.9661871, -0.0306270, 0.9994125, 0.0153841
2161, -0.0698935, 1.6145440, -0.5655666, 1.6608060, 346.3379000, 1.3519900, 0.0129857, -0.1190915, 0.0134368, 0.9927074, -0.2360970, -0.0289825, 0.9712972, -0.0297705, 0.9993017, 0.0225817
2189, -0.0680151, 1.6138790, -0.5644600, 1.9015880, 347.5133000, 1.3825580, 0.0151822, -0.1089278, 0.0137961, 0.9938380, -0.2160942, -0.0331829, 0.9758085, -0.0307296, 0.9991583, 0.0271718
2216, -0.0664341, 1.6131150, -0.5635027, 2.1809370, 348.5298000, 1.4269720, 0.0176903, -0.1001396, 0.0142894, 0.9947135, -0.1987148, -0.0380554, 0.9793183, -0.0319707, 0.9989657, 0.0323316
2246, -0.0649353, 1.6122320, -0.5626424, 2.6319390, 349.4434000, 1.4702770, 0.0216867, -0.0922551, 0.0148850, 0.9953879, -0.1830136, -0.0459199, 0.9820374, -0.0336341, 0.9986162, 0.0404270
2276, -0.0639906, 1.6117510, -0.5618117, 3.1196860, 350.1684000, 1.4715970, 0.0260187, -0.0860010, 0.0151222, 0.9958404, -0.1704996, -0.0544219, 0.9838537, -0.0345938, 0.9981887, 0.0492198
2332, -0.0629450, 1.6112800, -0.5599104, 3.3043790, 350.9676000, 1.2714290, 0.0278676, -0.0790226, 0.0133262, 0.9963942, -0.1567326, -0.0576403, 0.9859577, -0.0309606, 0.9980916, 0.0534281
2358, -0.0626407, 1.6111480, -0.5589625, 3.3556530, 351.2572000, 1.1754140, 0.0284112, -0.0764838, 0.0124546, 0.9965881, -0.1517380, -0.0585337, 0.9866861, -0.0291702, 0.9980754, 0.0547234
2384, -0.0623062, 1.6109910, -0.5580165, 3.3658250, 351.5498000, 1.0975280, 0.0285817, -0.0739205, 0.0117110, 0.9967857, -0.1466963, -0.0587109, 0.9874377, -0.0275723, 0.9980919, 0.0552482
2412, -0.0618917, 1.6107330, -0.5572164, 3.4683020, 351.9187000, 1.0560680, 0.0295364, -0.0707071, 0.0113210, 0.9969955, -0.1403205, -0.0604963, 0.9882562, -0.0267508, 0.9979989, 0.0572944
2467, -0.0615247, 1.6103940, -0.5565261, 3.6210560, 352.3005000, 1.1703680, 0.0308361, -0.0674253, 0.0123062, 0.9971718, -0.1337103, -0.0631573, 0.9890059, -0.0287011, 0.9977954, 0.0598383
