1689340056, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0
59, -0.2828794, -0.1732051, 0.3000000, -0.2828794, 0.1732051, 0.3000000, 0.2828794, 0.1732051, 0.3000000, 0.2828794, -0.1732051, 0.3000000, -942.9312000, -577.3502000, 999.9999000, -942.9312000, 577.3502000, 999.9999000, 942.9312000, 577.3502000, 999.9999000, 942.9312000, -577.3502000, 999.9999000
66, -0.2828794, -0.1732051, 0.3000000, -0.2828794, 0.1732051, 0.3000000, 0.2828794, 0.1732051, 0.3000000, 0.2828794, -0.1732051, 0.3000000, -942.9312000, -577.3502000, 999.9999000, -942.9312000, 577.3502000, 999.9999000, 942.9312000, 577.3502000, 999.9999000, 942.9312000, -577.3502000, 999.9999000
1630, -0.3462058, -0.1641380, 0.2306968, -0.3482201, 0.1818520, 0.2137601, 0.2006219, 0.1917516, 0.3507177, 0.2026362, -0.1542385, 0.3676544, -1154.0190000, -547.1268000, 768.9893000, -1160.7340000, 606.1732000, 712.5335000, 668.7396000, 639.1718000, 1169.0590000, 675.4540000, -514.1281000, 1225.5150000
1679, -0.3608951, -0.1635118, 0.2074593, -0.3615431, 0.1824469, 0.1897907, 0.1769807, 0.1922981, 0.3629325, 0.1776287, -0.1536606, 0.3806012, -1202.9840000, -545.0394000, 691.5309000, -1205.1430000, 608.1561000, 632.6355000, 589.9355000, 640.9937000, 1209.7750000, 592.0955000, -512.2018000, 1268.6700000
1711, -0.3698934, -0.1698358, 0.1853523, -0.3728389, 0.1763403, 0.1729626, 0.1555739, 0.1880591, 0.3747683, 0.1585194, -0.1581170, 0.3871581, -1232.9780000, -566.1191000, 617.8409000, -1242.7960000, 587.8008000, 576.5417000, 518.5796000, 626.8634000, 1249.2280000, 528.3979000, -527.0565000, 1290.5270000
1740, -0.3710364, -0.1730971, 0.1799725, -0.3750015, 0.1731860, 0.1714679, 0.1514773, 0.1842941, 0.3783002, 0.1554424, -0.1619889, 0.3868049, -1236.7880000, -576.9902000, 599.9083000, -1250.0050000, 577.2865000, 571.5595000, 504.9243000, 614.3137000, 1261.0010000, 518.1412000, -539.9630000, 1289.3490000
1770, -0.3714548, -0.1761331, 0.1761227, -0.3769257, 0.1701841, 0.1702502, 0.1480928, 0.1820469, 0.3807206, 0.1535637, -0.1642703, 0.3865931, -1238.1820000, -587.1103000, 587.0756000, -1256.4190000, 567.2802000, 567.5007000, 493.6427000, 606.8229000, 1269.0690000, 511.8790000, -547.5676000, 1288.6440000
1823, -0.3713852, -0.1756876, 0.1767135, -0.3772690, 0.1705885, 0.1690812, 0.1475636, 0.1841532, 0.3799123, 0.1534474, -0.1621229, 0.3875446, -1237.9500000, -585.6253000, 589.0449000, -1257.5630000, 568.6282000, 563.6039000, 491.8786000, 613.8438000, 1266.3740000, 511.4911000, -540.4097000, 1291.8150000
1853, -0.3717827, -0.1756002, 0.1759627, -0.3785194, 0.1706080, 0.1662431, 0.1452509, 0.1867872, 0.3795174, 0.1519875, -0.1594210, 0.3892371, -1239.2760000, -585.3340000, 586.5424000, -1261.7310000, 568.6934000, 554.1435000, 484.1696000, 622.6240000, 1265.0580000, 506.6248000, -531.4034000, 1297.4570000
